StartDateTime	Temperature	WindSpeed	WindDirection	SunHour	Condition	UltravioletIndex	MeanSeaLevelPressure	DewPoint	Humidity	PrecipitationProbability	IsHistoricalEstimated
17/05/2018 17.00	18	5	357	1	1	0	1016	8	0	0	False
17/05/2018 18.00	17	5	352	1	1	0	1016	8	0	1	False
17/05/2018 19.00	16	4	340	1	1	0	1016	9	0	2	False
17/05/2018 20.00	14	4	329	0	1	0	1016	8	0	3	False
17/05/2018 21.00	13	4	329	0	1	0	1016	9	0	4	False
17/05/2018 22.00	13	4	335	0	1	0	1017	9	0	5	False
17/05/2018 23.00	13	4	339	0	1	0	1017	9	0	6	False
18/05/2018 00.00	10	3	351	0	1	0	1017	9	0	0	False
18/05/2018 01.00	10	2	1	0	1	0	1017	9	0	0	False
18/05/2018 02.00	11	2	11	0	2	0	1017	9	0	0	False
18/05/2018 03.00	12	3	24	0	2	0	1017	9	0	0	False
18/05/2018 04.00	13	4	34	0,5	2	0	1017	9	0	1	False
18/05/2018 05.00	14	4	45	0,5	2	0	1018	11	0	1	False
18/05/2018 06.00	15	4	51	0,5	2	1	1018	11	0	2	False
18/05/2018 07.00	16	5	61	0,5	2	2	1019	10	0	1	False
18/05/2018 08.00	17	6	66	0,5	2	2	1019	9	0	0	False
18/05/2018 09.00	17	6	66	0,5	2	3	1019	8	0	0	False
18/05/2018 10.00	18	6	65	0	3	4	1020	8	0	0	False
18/05/2018 11.00	18	6	63	0,5	2	4	1020	7	0	0	False
18/05/2018 12.00	18	5	65	0,5	2	4	1020	7	0	0	False
18/05/2018 13.00	18	5	61	0,5	2	4	1020	7	0	0	False
18/05/2018 14.00	19	5	59	0,5	2	3	1020	7	0	0	False
18/05/2018 15.00	19	5	59	0,5	2	2	1019	6	0	0	False
18/05/2018 16.00	19	4	54	0,5	2	1	1019	4	0	0	False
18/05/2018 17.00	19	4	45	0,5	2	1	1020	3	0	0	False
18/05/2018 18.00	18	4	40	0,5	2	0	1020	3	0	0	False
18/05/2018 19.00	17	3	21	0,5	2	0	1020	4	0	0	False
18/05/2018 20.00	14	2	17	0	2	0	1020	5	0	0	False
18/05/2018 21.00	13	2	9	0	2	0	1020	5	0	0	False
18/05/2018 22.00	12	2	3	0	2	0	1021	5	0	0	False
18/05/2018 23.00	12	2	356	0	2	0	1021	5	0	1	False
19/05/2018 00.00	10	2	357	0	1	0	1021	4	0	0	False
19/05/2018 01.00	9	2	1	0	1	0	1021	4	0	0	False
19/05/2018 02.00	9	2	8	0	1	0	1021	5	0	0	False
19/05/2018 03.00	9	2	17	0	1	0	1022	5	0	1	False
19/05/2018 04.00	9	2	24	1	1	0	1022	5	0	1	False
19/05/2018 05.00	12	1	39	1	1	0	1022	6	0	0	False
19/05/2018 06.00	14	1	44	1	1	1	1022	6	0	0	False
19/05/2018 07.00	17	2	62	1	1	2	1023	6	0	0	False
19/05/2018 08.00	18	2	76	1	1	2	1023	6	0	0	False
19/05/2018 09.00	19	2	78	1	1	3	1023	7	0	0	False
19/05/2018 10.00	21	2	93	1	1	4	1023	7	0	0	False
19/05/2018 11.00	22	3	100	1	1	5	1023	7	0	0	False
19/05/2018 12.00	22	3	115	1	1	5	1023	7	0	0	False
19/05/2018 13.00	22	3	106	1	1	4	1023	7	0	0	False
19/05/2018 14.00	22	3	104	1	1	3	1023	7	0	0	False
19/05/2018 15.00	22	3	104	1	1	2	1023	8	0	0	False
19/05/2018 16.00	22	3	100	1	1	1	1023	9	0	0	False
19/05/2018 17.00	21	2	115	1	1	1	1023	9	0	0	False
19/05/2018 18.00	19	2	100	1	1	0	1023	10	0	1	False
19/05/2018 19.00	17	1	38	1	1	0	1024	10	0	2	False
19/05/2018 20.00	14	1	6	0	1	0	1024	9	0	4	False
19/05/2018 21.00	13	1	0	0	1	0	1024	8	0	5	False
19/05/2018 22.00	12	1	2	0	1	0	1025	8	0	6	False
19/05/2018 23.00	11	1	20	0	1	0	1025	8	0	7	False
20/05/2018 00.00	11	1	338	0	1	0	1025	7	0	0	False
20/05/2018 01.00	10	1	310	0	1	0	1025	7	0	0	False
20/05/2018 02.00	9	1	244	0	1	0	1026	7	0	0	False
20/05/2018 03.00	9	1	230	0	1	0	1026	7	0	0	False
20/05/2018 04.00	9	1	228	1	1	0	1026	7	0	2	False
20/05/2018 05.00	12	1	225	1	1	0	1026	8	0	2	False
20/05/2018 06.00	14	1	238	1	1	1	1027	8	0	3	False
20/05/2018 07.00	17	2	237	1	1	2	1027	9	0	1	False
20/05/2018 08.00	18	2	233	1	1	3	1027	10	0	0	False
20/05/2018 09.00	20	2	233	1	1	4	1027	10	0	0	False
20/05/2018 10.00	21	2	231	1	1	4	1027	10	0	0	False
20/05/2018 11.00	22	3	221	0,5	2	5	1027	9	0	0	False
20/05/2018 12.00	22	2	225	0,5	2	5	1027	8	0	0	False
20/05/2018 13.00	22	2	196	0	3	4	1027	9	0	1	False
20/05/2018 14.00	21	2	125	0	3	2	1027	9	0	1	False
20/05/2018 15.00	22	2	105	0	3	1	1027	10	0	2	False
20/05/2018 16.00	22	2	114	0	3	1	1027	10	0	2	False
20/05/2018 17.00	22	3	131	0,5	2	0	1026	9	0	0	False
20/05/2018 18.00	21	3	135	1	1	0	1026	9	0	1	False
20/05/2018 19.00	19	3	140	1	1	0	1027	9	0	1	False
20/05/2018 20.00	16	2	148	0	1	0	1027	9	0	1	False
20/05/2018 21.00	14	2	153	0	1	0	1027	8	0	2	False
20/05/2018 22.00	13	2	159	0	1	0	1028	8	0	3	False
20/05/2018 23.00	13	2	165	0	1	0	1028	8	0	4	False
21/05/2018 00.00	12	2	151	0	1	0	1028	7	0	0	False
21/05/2018 01.00	11	2	152	0	1	0	1028	8	0	0	False
21/05/2018 02.00	11	2	153	0	1	0	1028	8	0	0	False
21/05/2018 03.00	10	2	147	0	1	0	1027	8	0	2	False
21/05/2018 04.00	11	2	137	1	1	0	1027	8	0	2	False
21/05/2018 05.00	13	2	127	1	1	0	1027	8	0	1	False
21/05/2018 06.00	14	3	125	1	1	1	1027	7	0	0	False
21/05/2018 07.00	16	4	121	1	1	2	1027	7	0	0	False
21/05/2018 08.00	17	4	125	0,5	2	3	1027	6	0	0	False
21/05/2018 09.00	18	5	126	0,5	2	4	1027	6	0	0	False
21/05/2018 10.00	19	5	126	0,5	2	4	1026	6	0	0	False
21/05/2018 11.00	19	5	124	0,5	2	5	1026	6	0	0	False
21/05/2018 12.00	19	5	128	0,5	2	5	1025	6	0	0	False
21/05/2018 13.00	19	5	128	0,5	2	4	1025	6	0	0	False
21/05/2018 14.00	20	5	132	0,5	2	3	1025	7	0	0	False
21/05/2018 15.00	20	5	133	0,5	2	2	1024	7	0	0	False
21/05/2018 16.00	20	4	126	0	3	1	1024	8	0	0	False
21/05/2018 17.00	19	4	121	0	3	0	1023	8	0	0	False
21/05/2018 18.00	19	4	115	0	3	0	1023	8	0	1	False
21/05/2018 19.00	18	3	111	0	4	0	1023	8	0	1	False
21/05/2018 20.00	16	2	104	0	3	0	1023	9	0	2	False
21/05/2018 21.00	15	2	91	0	3	0	1022	9	0	3	False
21/05/2018 22.00	14	2	90	0	3	0	1022	9	0	3	False
21/05/2018 23.00	14	2	96	0	4	0	1022	9	0	4	False
22/05/2018 00.00	13	2	87	0	3	0	1022	9	0	4	False
22/05/2018 01.00	13	2	88	0	3	0	1022	9	0	5	False
22/05/2018 02.00	13	2	84	0	2	0	1021	9	0	5	False
22/05/2018 03.00	12	2	85	0	1	0	1021	9	0	5	False
22/05/2018 04.00	13	2	88	0,5	2	0	1021	9	0	4	False
22/05/2018 05.00	14	2	93	1	1	0	1020	10	0	2	False
22/05/2018 06.00	16	3	97	1	1	1	1020	10	0	1	False
22/05/2018 07.00	18	4	96	1	1	2	1020	9	0	0	False
22/05/2018 08.00	19	4	95	1	1	3	1020	9	0	0	False
22/05/2018 09.00	20	4	93	1	1	4	1020	8	0	0	False
22/05/2018 10.00	21	4	100	1	1	4	1020	7	0	0	False
22/05/2018 11.00	22	4	104	1	1	5	1020	7	0	0	False
22/05/2018 12.00	22	4	109	1	1	5	1019	6	0	0	False
22/05/2018 13.00	22	4	107	1	1	4	1019	5	0	0	False
22/05/2018 14.00	22	3	109	1	1	3	1019	6	0	0	False
22/05/2018 15.00	22	3	109	1	1	2	1018	6	0	0	False
22/05/2018 16.00	22	2	97	1	1	1	1018	6	0	0	False
22/05/2018 17.00	22	2	87	1	1	1	1018	7	0	0	False
22/05/2018 18.00	21	1	61	1	1	0	1018	7	0	0	False
22/05/2018 19.00	19	1	353	1	1	0	1019	9	0	0	False
22/05/2018 20.00	16	1	327	0	1	0	1019	9	0	1	False
22/05/2018 21.00	14	1	326	0	1	0	1019	8	0	2	False
22/05/2018 22.00	13	1	331	0	1	0	1020	8	0	3	False
22/05/2018 23.00	12	1	328	0	1	0	1020	8	0	3	False
23/05/2018 00.00	11	1	310	0	1	0	1021	9	0	0	False
23/05/2018 01.00	11	1	292	0	1	0	1021	8	0	0	False
23/05/2018 02.00	10	0	279	0	1	0	1022	8	0	0	False
23/05/2018 03.00	10	0	248	0	1	0	1022	8	0	0	False
23/05/2018 04.00	12	1	261	1	1	0	1022	9	0	1	False
23/05/2018 05.00	14	0	267	1	1	0	1023	10	0	1	False
23/05/2018 06.00	17	1	270	1	1	1	1023	10	0	1	False
23/05/2018 07.00	19	1	294	1	1	2	1024	10	0	0	False
23/05/2018 08.00	21	2	294	1	1	3	1024	9	0	0	False
23/05/2018 09.00	22	2	296	1	1	4	1025	8	0	0	False
23/05/2018 10.00	23	2	293	1	1	4	1025	7	0	0	False
23/05/2018 11.00	24	2	303	1	1	5	1025	7	0	0	False
23/05/2018 12.00	23	1	346	0,5	2	5	1025	7	0	0	False
23/05/2018 13.00	23	1	33	0,5	2	4	1025	8	0	0	False
23/05/2018 14.00	23	2	51	0,5	2	3	1026	8	0	0	False
23/05/2018 15.00	24	3	49	1	1	2	1026	8	0	0	False
23/05/2018 16.00	23	3	35	1	1	1	1026	8	0	0	False
23/05/2018 17.00	23	3	18	1	1	1	1026	7	0	0	False
23/05/2018 18.00	22	3	358	1	1	0	1026	7	0	0	False
23/05/2018 19.00	20	2	344	1	1	0	1027	8	0	0	False
23/05/2018 20.00	16	2	345	0	1	0	1027	8	0	1	False
23/05/2018 21.00	15	1	356	0	1	0	1027	8	0	1	False
23/05/2018 22.00	13	1	358	0	1	0	1028	8	0	3	False
23/05/2018 23.00	12	1	348	0	1	0	1028	8	0	4	False
24/05/2018 00.00	13	0	347	0	1	0	1028	11	0	0	False
24/05/2018 01.00	12	0	345	0	1	0	1028	10	0	0	False
24/05/2018 02.00	11	1	340	0	1	0	1028	10	0	0	False
24/05/2018 03.00	10	1	344	0	1	0	1028	8	0	1	False
24/05/2018 04.00	11	1	352	1	1	0	1028	9	0	2	False
24/05/2018 05.00	14	1	8	1	1	0	1028	9	0	1	False
24/05/2018 06.00	17	1	9	1	1	1	1028	9	0	0	False
24/05/2018 07.00	20	2	44	1	1	2	1029	9	0	0	False
24/05/2018 08.00	22	3	59	1	1	3	1028	9	0	0	False
24/05/2018 09.00	23	3	69	1	1	4	1028	9	0	0	False
24/05/2018 10.00	24	3	90	1	1	4	1028	10	0	0	False
24/05/2018 11.00	25	4	109	1	1	5	1028	10	0	0	False
24/05/2018 12.00	25	4	115	1	1	5	1028	10	0	0	False
24/05/2018 13.00	25	4	120	1	1	4	1028	9	0	0	False
24/05/2018 14.00	25	4	124	1	1	3	1028	9	0	0	False
24/05/2018 15.00	25	4	128	1	1	2	1027	8	0	0	False
24/05/2018 16.00	25	3	125	1	1	1	1027	7	0	0	False
24/05/2018 17.00	25	2	117	1	1	1	1027	7	0	0	False
24/05/2018 18.00	24	2	111	1	1	0	1027	8	0	0	False
24/05/2018 19.00	22	2	107	1	1	0	1027	9	0	0	False
24/05/2018 20.00	19	2	111	0	1	0	1027	9	0	1	False
24/05/2018 21.00	17	2	112	0	1	0	1027	9	0	1	False
24/05/2018 22.00	16	2	121	0	1	0	1028	9	0	2	False
24/05/2018 23.00	15	2	135	0	1	0	1028	9	0	3	False
25/05/2018 00.00	15	2	121	0	1	0	1027	9	0	0	False
25/05/2018 01.00	14	1	126	0	1	0	1027	9	0	0	False
25/05/2018 02.00	13	2	129	0	1	0	1027	9	0	0	False
25/05/2018 03.00	13	2	133	0	1	0	1027	9	0	0	False
25/05/2018 04.00	14	2	129	1	1	0	1027	9	0	1	False
25/05/2018 05.00	16	2	124	1	1	0	1027	10	0	1	False
25/05/2018 06.00	18	2	124	1	1	1	1027	10	0	0	False
25/05/2018 07.00	20	2	115	1	1	2	1027	9	0	0	False
25/05/2018 08.00	22	3	113	1	1	3	1027	8	0	0	False
25/05/2018 09.00	23	3	109	1	1	4	1027	8	0	0	False
25/05/2018 10.00	24	3	100	1	1	4	1027	8	0	0	False
25/05/2018 11.00	25	4	95	1	1	5	1027	7	0	0	False
25/05/2018 12.00	25	4	92	1	1	5	1027	8	0	0	False
25/05/2018 13.00	26	4	86	1	1	4	1027	8	0	0	False
25/05/2018 14.00	26	4	68	1	1	3	1026	8	0	0	False
25/05/2018 15.00	26	4	63	1	1	2	1026	8	0	0	False
25/05/2018 16.00	26	4	50	1	1	1	1025	8	0	0	False
25/05/2018 17.00	25	4	48	0,5	2	1	1025	9	0	0	False
25/05/2018 18.00	24	3	44	0,5	2	0	1026	9	0	0	False
25/05/2018 19.00	22	2	15	0,5	2	0	1026	10	0	1	False
25/05/2018 20.00	20	1	354	0	2	0	1026	10	0	0	False
25/05/2018 21.00	18	1	313	0	2	0	1026	10	0	1	False
25/05/2018 22.00	17	1	300	0	2	0	1026	10	0	1	False
25/05/2018 23.00	16	1	270	0	2	0	1026	10	0	1	False
26/05/2018 00.00	15	1	150	0	3	0	1026	11	0	0	False
26/05/2018 01.00	15	1	165	0	3	0	1026	11	0	0	False
26/05/2018 02.00	14	1	181	0	3	0	1026	11	0	0	False
26/05/2018 03.00	14	1	182	0	3	0	1026	11	0	0	False
26/05/2018 04.00	15	1	164	0	3	0	1026	11	0	1	False
26/05/2018 05.00	17	1	136	0,5	2	0	1026	12	0	1	False
26/05/2018 06.00	19	1	125	0,5	2	1	1027	12	0	0	False
26/05/2018 07.00	21	2	123	0,5	2	2	1027	11	0	0	False
26/05/2018 08.00	23	2	117	1	1	3	1027	11	0	0	False
26/05/2018 09.00	24	2	110	1	1	4	1027	10	0	0	False
26/05/2018 10.00	25	3	101	0,5	2	4	1027	9	0	0	False
26/05/2018 11.00	25	4	93	1	1	5	1027	8	0	0	False
26/05/2018 12.00	26	3	89	1	1	5	1026	8	0	0	False
26/05/2018 13.00	26	3	75	1	1	4	1026	7	0	0	False
26/05/2018 14.00	26	3	64	1	1	3	1026	7	0	0	False
26/05/2018 15.00	26	4	63	1	1	2	1026	7	0	0	False
26/05/2018 16.00	26	4	76	1	1	1	1026	7	0	0	False
26/05/2018 17.00	25	4	92	1	1	1	1026	7	0	0	False
26/05/2018 18.00	24	3	90	0,5	2	0	1026	8	0	0	False
26/05/2018 19.00	22	3	80	0,5	2	0	1026	10	0	0	False
26/05/2018 20.00	19	2	68	0	2	0	1026	11	0	1	False
26/05/2018 21.00	18	2	93	0	2	0	1026	11	0	1	False
26/05/2018 22.00	17	1	100	0	2	0	1026	11	0	2	False
26/05/2018 23.00	17	2	60	0	3	0	1027	11	0	2	False
27/05/2018 00.00	16	1	33	0	2	0	1026	12	0	0	False
27/05/2018 01.00	15	1	44	0	2	0	1026	12	0	0	False
27/05/2018 02.00	15	1	64	0	2	0	1026	13	0	0	False
27/05/2018 03.00	15	2	75	0	3	0	1026	12	0	0	False
27/05/2018 04.00	16	2	68	0	3	0	1026	13	0	2	False
27/05/2018 05.00	18	2	69	0,5	2	0	1026	14	0	3	False
27/05/2018 06.00	20	3	71	0,5	2	1	1026	15	0	4	False
27/05/2018 07.00	21	4	79	0,5	2	2	1027	15	0	3	False
27/05/2018 08.00	22	5	82	0,5	2	2	1027	15	0	2	False
27/05/2018 09.00	22	6	87	0,5	2	4	1026	14	0	1	False
27/05/2018 10.00	22	6	91	0,5	2	4	1026	14	0	1	False
27/05/2018 11.00	23	7	93	0,5	2	4	1026	13	0	7	False
27/05/2018 12.00	23	6	95	0	12	4	1026	14	0	33	False
27/05/2018 13.00	22	7	102	0	12	3	1026	14	0	48	False
27/05/2018 14.00	21	6	99	0	12	2	1026	15	0	38	False
27/05/2018 15.00	21	5	91	0	3	2	1025	15	0	20	False
27/05/2018 16.00	22	5	93	0	3	1	1025	14	0	13	False
27/05/2018 17.00	22	4	88	0,5	2	1	1025	14	0	10	False
27/05/2018 18.00	22	4	85	0,5	2	0	1025	14	0	22	False
27/05/2018 19.00	21	4	81	0	12	0	1025	14	0	31	False
27/05/2018 20.00	19	4	82	0	3	0	1025	14	0	24	False
27/05/2018 21.00	18	4	83	0	3	0	1025	14	0	24	False
27/05/2018 22.00	18	4	86	0	14	0	1025	13	0	34	False
27/05/2018 23.00	17	4	87	0	14	0	1025	12	0	41	False
28/05/2018 00.00	17	4	89	0	3	0	1025	12	0	0	False
28/05/2018 01.00	17	4	90	0	3	0	1025	12	0	1	False
28/05/2018 02.00	16	4	93	0	3	0	1025	12	0	7	False
28/05/2018 03.00	16	4	96	0	3	0	1025	12	0	8	False
28/05/2018 04.00	15	4	96	0	3	0	1025	12	0	10	False
28/05/2018 05.00	16	5	97	0,5	2	0	1025	13	0	9	False
28/05/2018 06.00	17	5	99	0	3	1	1025	13	0	14	False
28/05/2018 07.00	18	6	99	0	3	1	1025	13	0	24	False
28/05/2018 08.00	19	6	101	0	12	2	1025	14	0	34	False
28/05/2018 09.00	19	6	102	0	12	3	1025	14	0	59	False
28/05/2018 10.00	19	6	103	0	13	4	1025	14	0	71	False
28/05/2018 11.00	20	6	101	0	13	3	1025	15	0	71	False
28/05/2018 12.00	17	4	96	0	4	2	1024	14	0	24	False
28/05/2018 13.00	17	5	99	0	14	3	1024	14	0	36	False
28/05/2018 14.00	19	5	101	0	4	2	1023	15	0	24	False
28/05/2018 15.00	20	5	99	0	4	1	1023	15	0	24	False
28/05/2018 16.00	20	4	92	0	14	1	1023	16	0	43	False
28/05/2018 17.00	20	4	84	0	14	0	1023	16	0	58	False
28/05/2018 18.00	19	4	77	0	14	0	1022	16	0	59	False
28/05/2018 19.00	19	4	68	0	15	0	1022	16	0	60	False
28/05/2018 20.00	18	3	73	0	15	0	1023	16	0	62	False
28/05/2018 21.00	17	3	75	0	15	0	1023	16	0	78	False
28/05/2018 22.00	17	3	73	0	15	0	1023	16	0	68	False
28/05/2018 23.00	16	3	66	0	15	0	1023	16	0	62	False
29/05/2018 00.00	16	3	52	0	15	0	1023	16	0	79	False
29/05/2018 01.00	16	3	55	0	15	0	1022	16	0	81	False
29/05/2018 02.00	16	3	64	0	15	0	1022	16	0	68	False
29/05/2018 03.00	16	3	75	0	14	0	1022	16	0	54	False
29/05/2018 04.00	16	3	83	0	14	0	1021	16	0	48	False
29/05/2018 05.00	17	4	89	0	14	0	1021	17	0	54	False
29/05/2018 06.00	18	4	94	0	12	1	1021	17	0	57	False
29/05/2018 07.00	19	4	97	0	14	2	1021	17	0	54	False
29/05/2018 08.00	20	5	102	0	14	2	1021	17	0	53	False
29/05/2018 09.00	20	5	102	0	14	3	1021	16	0	52	False
29/05/2018 10.00	21	5	99	0	12	4	1021	16	0	49	False
29/05/2018 11.00	21	5	100	0	12	4	1021	16	0	50	False
29/05/2018 12.00	22	5	98	0	3	4	1021	17	0	24	False
29/05/2018 13.00	22	5	97	0	3	3	1021	16	0	24	False
29/05/2018 14.00	23	5	89	0	3	3	1020	16	0	16	False
29/05/2018 15.00	23	5	89	0	3	2	1020	16	0	16	False
29/05/2018 16.00	23	5	85	0,5	2	1	1019	16	0	15	False
29/05/2018 17.00	23	4	83	0,5	2	1	1019	16	0	8	False
29/05/2018 18.00	22	4	73	0,5	2	0	1019	16	0	5	False
29/05/2018 19.00	21	4	65	1	1	0	1019	16	0	5	False
29/05/2018 20.00	20	3	70	0	1	0	1019	16	0	6	False
29/05/2018 21.00	19	3	76	0	1	0	1020	16	0	6	False
29/05/2018 22.00	19	3	73	0	1	0	1020	15	0	6	False
29/05/2018 23.00	18	3	74	0	1	0	1019	15	0	6	False
30/05/2018 00.00	18	3	74	0	1	0	1019	14	0	6	False
30/05/2018 01.00	17	2	77	0	1	0	1019	14	0	6	False
30/05/2018 02.00	17	2	84	0	2	0	1019	14	0	6	False
30/05/2018 03.00	17	3	92	0	1	0	1019	14	0	6	False
30/05/2018 04.00	17	3	91	1	1	0	1019	14	0	5	False
30/05/2018 05.00	19	3	93	1	1	0	1019	15	0	4	False
30/05/2018 06.00	21	4	93	1	1	1	1019	15	0	3	False
30/05/2018 07.00	22	4	93	1	1	2	1019	15	0	2	False
30/05/2018 08.00	23	5	96	1	1	3	1019	14	0	1	False
30/05/2018 09.00	24	5	94	1	1	4	1019	14	0	1	False
30/05/2018 10.00	24	6	96	1	1	5	1019	14	0	0	False
30/05/2018 11.00	25	6	97	0,5	2	5	1019	14	0	0	False
30/05/2018 12.00	26	6	101	1	1	5	1020	13	0	0	False
30/05/2018 13.00	27	6	101	1	1	4	1020	13	0	0	False
30/05/2018 14.00	27	6	100	1	1	3	1020	13	0	0	False
30/05/2018 15.00	27	5	99	1	1	2	1019	13	0	0	False
30/05/2018 16.00	27	5	98	1	1	1	1019	13	0	0	False
30/05/2018 17.00	26	4	97	1	1	1	1019	13	0	0	False
30/05/2018 18.00	25	4	93	1	1	0	1019	13	0	0	False
30/05/2018 19.00	23	4	85	1	1	0	1019	14	0	1	False
30/05/2018 20.00	21	3	86	0	1	0	1019	13	0	1	False
30/05/2018 21.00	20	3	90	0	1	0	1020	13	0	2	False
30/05/2018 22.00	19	3	98	0	1	0	1020	13	0	3	False
30/05/2018 23.00	18	3	102	0	1	0	1020	14	0	4	False
31/05/2018 00.00	17	2	100	0	1	0	1020	13	0	0	False
31/05/2018 01.00	16	2	97	0	1	0	1020	14	0	0	False
31/05/2018 02.00	16	2	91	0	1	0	1020	14	0	0	False
31/05/2018 03.00	16	3	94	0	1	0	1020	14	0	0	False
31/05/2018 04.00	17	4	98	1	1	0	1020	14	0	1	False
31/05/2018 05.00	19	4	99	1	1	0	1020	15	0	1	False
31/05/2018 06.00	20	4	101	1	1	1	1020	15	0	1	False
31/05/2018 07.00	21	5	102	1	1	2	1021	14	0	1	False
31/05/2018 08.00	22	6	104	1	1	3	1021	14	0	0	False
31/05/2018 09.00	22	6	105	1	1	4	1021	13	0	0	False
31/05/2018 10.00	23	6	106	1	1	5	1021	12	0	0	False
31/05/2018 11.00	24	7	107	1	1	5	1021	12	0	0	False
31/05/2018 12.00	24	6	107	1	1	5	1021	11	0	0	False
31/05/2018 13.00	25	6	107	1	1	4	1021	11	0	0	False
31/05/2018 14.00	25	6	110	1	1	3	1020	11	0	1	False
31/05/2018 15.00	25	5	110	1	1	2	1020	11	0	0	False
31/05/2018 16.00	26	4	108	1	1	1	1020	11	0	0	False
31/05/2018 17.00	25	4	102	1	1	1	1019	11	0	0	False
31/05/2018 18.00	25	4	98	1	1	0	1019	12	0	0	False
31/05/2018 19.00	23	3	95	0,5	2	0	1019	13	0	1	False
31/05/2018 20.00	20	2	105	0	2	0	1020	13	0	1	False
31/05/2018 21.00	19	2	112	0	2	0	1020	13	0	3	False
31/05/2018 22.00	18	2	119	0	2	0	1020	13	0	3	False
31/05/2018 23.00	18	2	127	0	2	0	1020	13	0	4	False
01/06/2018 00.00	17	2	121	0	2	0	1020	11	0	0	False
01/06/2018 01.00	17	2	113	0	2	0	1020	11	0	0	False
01/06/2018 02.00	16	2	111	0	2	0	1020	11	0	0	False
01/06/2018 03.00	16	2	110	0	2	0	1020	11	0	0	False
01/06/2018 04.00	16	2	108	0,5	2	0	1020	11	0	1	False
01/06/2018 05.00	17	2	111	0,5	2	0	1020	12	0	1	False
01/06/2018 06.00	19	3	114	1	1	1	1020	12	0	1	False
01/06/2018 07.00	21	4	113	1	1	2	1020	12	0	0	False
01/06/2018 08.00	22	4	112	1	1	3	1019	11	0	0	False
01/06/2018 09.00	23	4	109	1	1	4	1019	11	0	0	False
01/06/2018 10.00	24	4	105	1	1	5	1019	10	0	0	False
01/06/2018 11.00	25	4	107	1	1	5	1019	10	0	0	False
01/06/2018 12.00	24	4	111	1	1	5	1019	10	0	0	False
01/06/2018 13.00	25	4	112	1	1	5	1018	9	0	0	False
01/06/2018 14.00	25	4	114	1	1	4	1018	9	0	0	False
01/06/2018 15.00	26	3	120	1	1	3	1017	9	0	0	False
01/06/2018 16.00	26	2	127	1	1	1	1017	10	0	0	False
01/06/2018 17.00	26	2	131	1	1	1	1017	10	0	0	False
01/06/2018 18.00	26	2	137	1	1	0	1017	11	0	0	False
01/06/2018 19.00	24	1	158	1	1	0	1016	12	0	0	False
01/06/2018 20.00	21	1	191	0	1	0	1016	13	0	0	False
01/06/2018 21.00	19	1	245	0	1	0	1016	13	0	1	False
01/06/2018 22.00	18	1	297	0	1	0	1016	13	0	1	False
01/06/2018 23.00	17	1	307	0	1	0	1016	12	0	2	False
02/06/2018 00.00	16	1	154	0	1	0	1016	12	0	0	False
02/06/2018 01.00	15	1	204	0	1	0	1016	12	0	0	False
02/06/2018 02.00	14	1	262	0	1	0	1016	12	0	0	False
02/06/2018 03.00	15	1	255	0	1	0	1016	12	0	0	False
02/06/2018 04.00	16	1	278	1	1	0	1015	13	0	1	False
02/06/2018 05.00	19	1	274	1	1	0	1015	14	0	1	False
02/06/2018 06.00	21	1	270	1	1	1	1015	14	0	1	False
02/06/2018 07.00	24	1	263	1	1	2	1015	14	0	0	False
02/06/2018 08.00	25	2	276	1	1	3	1016	13	0	0	False
02/06/2018 09.00	26	2	286	1	1	4	1015	13	0	0	False
02/06/2018 10.00	27	3	305	1	1	5	1015	13	0	0	False
02/06/2018 11.00	27	3	321	1	1	5	1015	12	0	0	False
02/06/2018 12.00	28	3	322	1	1	5	1015	13	0	0	False
02/06/2018 13.00	27	4	321	1	1	5	1015	12	0	0	False
02/06/2018 14.00	27	4	321	1	1	4	1015	12	0	0	False
02/06/2018 15.00	27	4	318	1	1	3	1015	12	0	0	False
02/06/2018 16.00	27	4	319	1	1	1	1015	11	0	0	False
02/06/2018 17.00	26	4	325	1	1	1	1015	12	0	0	False
02/06/2018 18.00	25	3	326	1	1	0	1015	12	0	0	False
02/06/2018 19.00	23	2	323	1	1	0	1015	13	0	1	False
02/06/2018 20.00	20	1	304	0	1	0	1015	14	0	2	False
02/06/2018 21.00	18	1	294	0	1	0	1015	13	0	3	False
02/06/2018 22.00	18	1	277	0	1	0	1015	13	0	4	False
02/06/2018 23.00	17	2	262	0	1	0	1015	12	0	4	False
03/06/2018 00.00	17	2	241	0	1	0	1015	12	0	0	False
03/06/2018 01.00	16	2	240	0	1	0	1015	12	0	0	False
03/06/2018 02.00	16	3	240	0	1	0	1015	12	0	0	False
03/06/2018 03.00	16	3	244	0	1	0	1015	12	0	0	False
03/06/2018 04.00	17	3	254	1	1	0	1015	13	0	1	False
03/06/2018 05.00	19	3	258	1	1	0	1015	14	0	1	False
03/06/2018 06.00	21	4	260	1	1	1	1015	14	0	1	False
03/06/2018 07.00	23	4	259	1	1	2	1015	14	0	0	False
03/06/2018 08.00	25	5	257	1	1	3	1015	14	0	0	False
03/06/2018 09.00	26	5	257	1	1	4	1015	13	0	0	False
03/06/2018 10.00	26	6	259	1	1	5	1015	13	0	0	False
03/06/2018 11.00	27	6	259	1	1	5	1015	12	0	0	False
03/06/2018 12.00	27	7	259	1	1	5	1015	14	0	0	False
03/06/2018 13.00	27	7	260	1	1	5	1015	14	0	0	False
