StartDateTime	Temperature	WindSpeed	WindDirection	SunHour	Condition	UltravioletIndex	MeanSeaLevelPressure	DewPoint	Humidity	PrecipitationProbability	IsHistoricalEstimated
16/08/2018 03.00	18	4	195	0	3	0	1013	16	0	4	False
16/08/2018 04.00	17	4	190	0	3	0	1013	16	0	5	False
16/08/2018 05.00	18	4	187	0	3	0	1013	17	0	7	False
16/08/2018 06.00	18	5	189	0	3	0	1013	17	0	7	False
16/08/2018 07.00	19	6	197	0	3	1	1012	17	0	9	False
16/08/2018 08.00	20	6	199	0	3	2	1012	16	0	4	False
16/08/2018 09.00	21	7	201	0	4	2	1012	16	0	11	False
16/08/2018 10.00	22	7	202	0	4	2	1012	16	0	9	False
16/08/2018 11.00	22	7	203	0	4	2	1012	16	0	13	False
16/08/2018 12.00	23	7	202	0	4	2	1011	16	0	7	False
16/08/2018 13.00	23	7	200	0	4	2	1011	16	0	6	False
16/08/2018 14.00	23	7	200	0	4	2	1011	15	0	5	False
16/08/2018 15.00	24	7	200	0	3	2	1011	15	0	4	False
16/08/2018 16.00	23	7	204	0	3	1	1011	16	0	1	False
16/08/2018 17.00	22	7	211	0	4	0	1011	16	0	2	False
16/08/2018 18.00	21	7	212	0	4	0	1011	16	0	3	False
16/08/2018 19.00	20	6	212	0	3	0	1011	16	0	8	False
16/08/2018 20.00	20	5	221	0	3	0	1011	16	0	11	False
16/08/2018 21.00	19	4	235	0	3	0	1011	16	0	19	False
16/08/2018 22.00	18	4	225	0	4	0	1012	16	0	15	False
16/08/2018 23.00	17	4	221	0	3	0	1012	15	0	7	False
17/08/2018 00.00	17	3	211	0	3	0	1012	15	0	2	False
17/08/2018 01.00	17	3	206	0	3	0	1012	15	0	1	False
17/08/2018 02.00	16	4	209	0	3	0	1012	15	0	3	False
17/08/2018 03.00	16	4	213	0	3	0	1012	15	0	3	False
17/08/2018 04.00	16	3	219	0	3	0	1013	15	0	12	False
17/08/2018 05.00	16	4	226	0	4	0	1013	15	0	14	False
17/08/2018 06.00	17	4	231	0	4	0	1013	15	0	6	False
17/08/2018 07.00	17	4	238	0	4	1	1013	14	0	5	False
17/08/2018 08.00	18	4	243	0	3	1	1014	14	0	3	False
17/08/2018 09.00	19	4	241	0	3	3	1014	13	0	1	False
17/08/2018 10.00	19	5	239	0	3	3	1014	12	0	0	False
17/08/2018 11.00	20	5	237	0	3	3	1014	12	0	0	False
17/08/2018 12.00	20	5	239	0,5	2	4	1015	11	0	3	False
17/08/2018 13.00	21	6	243	0,5	2	4	1015	11	0	1	False
17/08/2018 14.00	21	6	248	0,5	2	3	1015	11	0	2	False
17/08/2018 15.00	20	6	250	0,5	2	2	1015	11	0	1	False
17/08/2018 16.00	20	6	252	0,5	2	1	1015	11	0	0	False
17/08/2018 17.00	19	5	253	1	1	0	1015	11	0	0	False
17/08/2018 18.00	18	4	250	0,5	2	0	1015	11	0	1	False
17/08/2018 19.00	17	4	244	0	1	0	1015	12	0	3	False
17/08/2018 20.00	16	3	238	0	1	0	1016	12	0	5	False
17/08/2018 21.00	16	3	236	0	1	0	1016	12	0	6	False
17/08/2018 22.00	15	3	226	0	1	0	1016	12	0	6	False
17/08/2018 23.00	15	3	217	0	2	0	1016	12	0	7	False
18/08/2018 00.00	14	4	212	0	2	0	1016	12	0	0	False
18/08/2018 01.00	14	4	209	0	2	0	1016	12	0	0	False
18/08/2018 02.00	14	4	211	0	2	0	1016	12	0	0	False
18/08/2018 03.00	14	4	209	0	2	0	1016	12	0	3	False
18/08/2018 04.00	14	4	201	0	2	0	1016	12	0	4	False
18/08/2018 05.00	14	4	199	0	3	0	1016	12	0	4	False
18/08/2018 06.00	16	5	201	0	3	0	1015	12	0	4	False
18/08/2018 07.00	17	5	203	0	4	1	1015	13	0	4	False
18/08/2018 08.00	18	7	209	0	4	1	1015	13	0	5	False
18/08/2018 09.00	19	8	214	0	4	1	1015	14	0	15	False
18/08/2018 10.00	19	8	215	0	4	2	1015	14	0	16	False
18/08/2018 11.00	19	8	221	0	4	2	1014	14	0	18	False
18/08/2018 12.00	20	9	225	0	4	2	1014	14	0	23	False
18/08/2018 13.00	20	9	225	0	4	2	1014	14	0	24	False
18/08/2018 14.00	20	8	229	0	12	1	1014	15	0	37	False
18/08/2018 15.00	20	8	230	0	12	0	1014	15	0	49	False
18/08/2018 16.00	19	8	235	0	12	0	1014	16	0	35	False
18/08/2018 17.00	19	8	240	0	12	0	1014	16	0	39	False
18/08/2018 18.00	18	7	242	0	12	0	1014	16	0	39	False
18/08/2018 19.00	18	6	243	0	12	0	1014	16	0	35	False
18/08/2018 20.00	18	6	243	0	4	0	1014	16	0	22	False
18/08/2018 21.00	17	5	248	0	4	0	1015	16	0	23	False
18/08/2018 22.00	17	5	246	0	4	0	1015	16	0	24	False
18/08/2018 23.00	17	5	247	0	12	0	1015	16	0	35	False
19/08/2018 00.00	16	4	248	0	4	0	1015	15	0	24	False
19/08/2018 01.00	16	4	247	0	4	0	1015	15	0	11	False
19/08/2018 02.00	16	4	252	0	12	0	1015	15	0	54	False
19/08/2018 03.00	17	4	256	0	13	0	1015	15	0	69	False
19/08/2018 04.00	16	3	252	0	12	0	1015	15	0	44	False
19/08/2018 05.00	16	3	249	0	4	0	1015	16	0	16	False
19/08/2018 06.00	17	3	249	0	4	0	1015	16	0	21	False
19/08/2018 07.00	17	4	255	0	4	0	1016	16	0	24	False
19/08/2018 08.00	18	4	259	0	12	1	1016	16	0	58	False
19/08/2018 09.00	18	4	256	0	12	1	1016	16	0	70	False
19/08/2018 10.00	18	4	247	0	13	2	1016	15	0	81	False
19/08/2018 11.00	18	3	238	0	13	2	1016	16	0	85	False
19/08/2018 12.00	18	2	176	0	13	1	1015	16	0	92	False
19/08/2018 13.00	18	3	183	0	13	1	1015	16	0	93	False
19/08/2018 14.00	19	4	204	0	13	1	1014	17	0	98	False
19/08/2018 15.00	19	4	206	0	13	0	1013	18	0	99	False
19/08/2018 16.00	19	4	202	0	13	0	1013	18	0	99	False
19/08/2018 17.00	19	4	202	0	13	0	1012	17	0	99	False
19/08/2018 18.00	18	5	209	0	13	0	1011	17	0	100	False
19/08/2018 19.00	18	5	215	0	13	0	1011	17	0	100	False
19/08/2018 20.00	18	4	217	0	13	0	1010	17	0	89	False
19/08/2018 21.00	18	4	220	0	12	0	1009	17	0	55	False
19/08/2018 22.00	18	4	231	0	12	0	1009	17	0	40	False
19/08/2018 23.00	18	4	255	0	12	0	1009	17	0	35	False
20/08/2018 00.00	17	4	285	0	4	0	1009	17	0	24	False
20/08/2018 01.00	17	4	289	0	3	0	1009	16	0	9	False
20/08/2018 02.00	16	4	289	0	2	0	1010	15	0	2	False
20/08/2018 03.00	15	3	282	0	1	0	1010	14	0	3	False
20/08/2018 04.00	14	3	275	0	1	0	1010	13	0	5	False
20/08/2018 05.00	15	4	272	1	1	0	1010	14	0	5	False
20/08/2018 06.00	16	4	274	1	1	0	1011	14	0	6	False
20/08/2018 07.00	16	5	277	1	1	1	1011	14	0	4	False
20/08/2018 08.00	17	6	284	1	1	2	1012	13	0	3	False
20/08/2018 09.00	18	7	286	1	1	3	1012	13	0	1	False
20/08/2018 10.00	19	7	285	1	1	4	1012	12	0	1	False
20/08/2018 11.00	19	7	286	1	1	4	1013	11	0	0	False
20/08/2018 12.00	19	6	286	1	1	4	1013	12	0	0	False
20/08/2018 13.00	19	7	288	1	1	4	1014	11	0	0	False
20/08/2018 14.00	19	6	290	1	1	3	1014	11	0	0	False
20/08/2018 15.00	19	8	288	1	1	2	1014	10	0	0	False
20/08/2018 16.00	18	8	285	1	1	1	1014	11	0	0	False
20/08/2018 17.00	18	7	281	1	1	0	1015	11	0	1	False
20/08/2018 18.00	17	6	281	1	1	0	1015	11	0	2	False
20/08/2018 19.00	16	6	280	0	1	0	1015	11	0	3	False
20/08/2018 20.00	16	5	281	0	1	0	1016	11	0	4	False
20/08/2018 21.00	15	5	281	0	1	0	1016	11	0	4	False
20/08/2018 22.00	15	4	280	0	2	0	1016	11	0	4	False
20/08/2018 23.00	15	4	282	0	2	0	1017	11	0	4	False
21/08/2018 00.00	14	3	283	0	1	0	1017	10	0	0	False
21/08/2018 01.00	14	3	281	0	1	0	1017	10	0	0	False
21/08/2018 02.00	14	3	281	0	1	0	1018	10	0	0	False
21/08/2018 03.00	13	4	278	0	1	0	1018	10	0	0	False
21/08/2018 04.00	13	3	274	0	1	0	1018	10	0	2	False
21/08/2018 05.00	14	3	275	1	1	0	1018	11	0	3	False
21/08/2018 06.00	15	4	276	1	1	0	1019	11	0	4	False
21/08/2018 07.00	16	4	277	1	1	1	1019	11	0	2	False
21/08/2018 08.00	17	5	281	1	1	2	1019	10	0	1	False
21/08/2018 09.00	18	5	281	1	1	3	1020	10	0	0	False
21/08/2018 10.00	18	5	279	1	1	4	1020	9	0	0	False
21/08/2018 11.00	19	5	278	1	1	4	1020	9	0	0	False
21/08/2018 12.00	19	5	282	1	1	4	1021	8	0	0	False
21/08/2018 13.00	19	5	281	1	1	4	1021	8	0	0	False
21/08/2018 14.00	19	4	283	1	1	3	1021	8	0	0	False
21/08/2018 15.00	19	4	283	0,5	2	2	1021	10	0	0	False
21/08/2018 16.00	19	4	286	1	1	1	1020	10	0	0	False
21/08/2018 17.00	18	3	289	1	1	0	1020	11	0	1	False
21/08/2018 18.00	17	2	290	1	1	0	1020	11	0	3	False
21/08/2018 19.00	16	1	292	0	1	0	1020	11	0	4	False
21/08/2018 20.00	15	1	138	0	2	0	1020	11	0	5	False
21/08/2018 21.00	14	1	146	0	2	0	1020	11	0	5	False
21/08/2018 22.00	14	1	145	0	2	0	1020	11	0	5	False
21/08/2018 23.00	14	2	141	0	3	0	1020	11	0	5	False
22/08/2018 00.00	14	2	150	0	4	0	1019	11	0	0	False
22/08/2018 01.00	15	2	162	0	4	0	1019	11	0	0	False
22/08/2018 02.00	15	3	177	0	3	0	1018	11	0	0	False
22/08/2018 03.00	16	4	186	0	2	0	1018	11	0	0	False
22/08/2018 04.00	16	4	189	0	3	0	1017	12	0	6	False
22/08/2018 05.00	16	4	190	0	3	0	1017	13	0	16	False
22/08/2018 06.00	17	5	193	0	3	0	1016	14	0	17	False
22/08/2018 07.00	19	5	199	0	4	1	1016	14	0	15	False
22/08/2018 08.00	20	6	202	0	3	1	1016	15	0	9	False
22/08/2018 09.00	21	6	205	0	3	2	1015	15	0	16	False
22/08/2018 10.00	22	7	209	0	4	2	1015	16	0	14	False
22/08/2018 11.00	23	7	216	0	4	2	1015	16	0	16	False
22/08/2018 12.00	24	8	220	0,5	2	4	1014	16	0	5	False
22/08/2018 13.00	25	8	223	0,5	2	4	1014	16	0	5	False
22/08/2018 14.00	24	8	226	0,5	2	3	1014	16	0	0	False
22/08/2018 15.00	24	8	230	0,5	2	2	1013	16	0	0	False
22/08/2018 16.00	24	8	231	0,5	2	1	1013	16	0	0	False
22/08/2018 17.00	23	7	229	0,5	2	0	1012	16	0	2	False
22/08/2018 18.00	22	6	227	0,5	2	0	1012	16	0	3	False
22/08/2018 19.00	21	5	225	0	1	0	1012	16	0	5	False
22/08/2018 20.00	20	5	221	0	2	0	1012	16	0	6	False
22/08/2018 21.00	19	5	226	0	2	0	1012	17	0	7	False
22/08/2018 22.00	18	4	226	0	2	0	1012	16	0	8	False
22/08/2018 23.00	18	4	225	0	3	0	1012	17	0	9	False
23/08/2018 00.00	18	4	222	0	4	0	1011	17	0	1	False
23/08/2018 01.00	18	4	224	0	4	0	1011	17	0	2	False
23/08/2018 02.00	18	4	228	0	4	0	1011	17	0	2	False
23/08/2018 03.00	18	4	225	0	4	0	1011	17	0	4	False
23/08/2018 04.00	18	3	216	0	4	0	1010	17	0	16	False
23/08/2018 05.00	18	4	213	0	4	0	1010	17	0	20	False
23/08/2018 06.00	18	4	211	0	4	0	1010	17	0	24	False
23/08/2018 07.00	19	4	211	0	12	0	1009	17	0	35	False
23/08/2018 08.00	19	4	212	0	12	1	1009	17	0	35	False
23/08/2018 09.00	20	4	212	0	12	1	1009	17	0	35	False
23/08/2018 10.00	20	4	212	0	12	2	1008	17	0	35	False
23/08/2018 11.00	21	4	216	0	12	2	1007	17	0	52	False
23/08/2018 12.00	21	4	203	0	4	3	1008	17	0	4	False
23/08/2018 13.00	21	4	207	0	4	2	1007	17	0	6	False
23/08/2018 14.00	22	4	214	0	4	1	1006	17	0	13	False
23/08/2018 15.00	22	5	224	0	4	1	1006	17	0	20	False
23/08/2018 16.00	22	5	229	0	12	0	1005	17	0	54	False
23/08/2018 17.00	20	4	225	0	13	0	1005	17	0	77	False
23/08/2018 18.00	19	4	212	0	13	0	1004	16	0	96	False
23/08/2018 19.00	19	4	222	0	13	0	1004	17	0	98	False
23/08/2018 20.00	18	4	230	0	13	0	1004	17	0	97	False
23/08/2018 21.00	17	4	233	0	12	0	1003	17	0	55	False
23/08/2018 22.00	17	4	243	0	12	0	1003	16	0	39	False
23/08/2018 23.00	16	4	247	0	3	0	1003	15	0	24	False
24/08/2018 00.00	15	3	238	0	12	0	1003	14	0	76	False
24/08/2018 01.00	15	3	240	0	13	0	1003	14	0	72	False
24/08/2018 02.00	15	3	246	0	12	0	1003	13	0	35	False
24/08/2018 03.00	15	4	244	0	4	0	1002	14	0	13	False
24/08/2018 04.00	15	3	236	0	4	0	1002	14	0	4	False
24/08/2018 05.00	15	3	227	0	4	0	1002	14	0	21	False
24/08/2018 06.00	15	4	225	0	12	0	1002	14	0	31	False
24/08/2018 07.00	15	4	228	0	12	1	1002	14	0	30	False
24/08/2018 08.00	16	6	228	0	12	1	1002	13	0	43	False
24/08/2018 09.00	16	6	233	0	12	1	1002	13	0	32	False
24/08/2018 10.00	16	6	239	0	4	2	1002	12	0	23	False
24/08/2018 11.00	17	6	244	0	4	2	1002	11	0	17	False
24/08/2018 12.00	16	4	249	0	12	3	1002	10	0	52	False
24/08/2018 13.00	16	5	249	0,5	2	4	1002	9	0	18	False
24/08/2018 14.00	17	7	249	0,5	2	3	1002	9	0	12	False
24/08/2018 15.00	17	7	250	0,5	2	2	1002	9	0	17	False
24/08/2018 16.00	16	7	252	0,5	2	1	1002	9	0	16	False
24/08/2018 17.00	16	6	250	0,5	2	0	1002	9	0	12	False
24/08/2018 18.00	14	5	249	1	1	0	1003	9	0	3	False
24/08/2018 19.00	14	4	241	0	2	0	1003	9	0	4	False
24/08/2018 20.00	13	4	232	0	2	0	1003	9	0	5	False
24/08/2018 21.00	13	4	230	0	1	0	1003	9	0	5	False
24/08/2018 22.00	12	4	226	0	1	0	1003	9	0	7	False
24/08/2018 23.00	12	4	223	0	1	0	1003	10	0	6	False
25/08/2018 00.00	11	4	227	0	12	0	1003	10	0	38	False
25/08/2018 01.00	11	4	219	0	12	0	1003	10	0	33	False
25/08/2018 02.00	10	4	212	0	2	0	1003	9	0	20	False
25/08/2018 03.00	11	3	209	0	2	0	1003	9	0	12	False
25/08/2018 04.00	10	3	209	0	2	0	1003	9	0	5	False
25/08/2018 05.00	11	3	210	0,5	2	0	1003	10	0	6	False
25/08/2018 06.00	12	4	209	0,5	2	0	1003	11	0	8	False
25/08/2018 07.00	13	4	225	0,5	2	1	1003	10	0	12	False
25/08/2018 08.00	14	4	236	0	3	1	1003	10	0	14	False
25/08/2018 09.00	15	4	239	0	3	2	1003	10	0	24	False
25/08/2018 10.00	16	4	242	0	3	3	1004	10	0	24	False
25/08/2018 11.00	17	4	247	0	3	3	1004	9	0	24	False
25/08/2018 12.00	16	4	249	0	12	4	1003	9	0	47	False
25/08/2018 13.00	17	4	254	0	12	3	1004	8	0	49	False
25/08/2018 14.00	17	4	264	0	12	2	1004	8	0	46	False
25/08/2018 15.00	16	4	273	0	3	1	1004	9	0	18	False
25/08/2018 16.00	16	4	273	0,5	2	1	1004	9	0	9	False
25/08/2018 17.00	15	4	272	0,5	2	0	1004	9	0	9	False
25/08/2018 18.00	14	3	274	0,5	2	0	1004	9	0	4	False
25/08/2018 19.00	13	3	260	0	2	0	1004	9	0	5	False
25/08/2018 20.00	13	3	242	0	2	0	1004	9	0	6	False
25/08/2018 21.00	12	3	244	0	2	0	1005	9	0	6	False
25/08/2018 22.00	12	3	239	0	2	0	1005	9	0	7	False
25/08/2018 23.00	12	3	237	0	2	0	1005	9	0	7	False
26/08/2018 00.00	11	3	236	0	1	0	1005	9	0	16	False
26/08/2018 01.00	11	4	235	0	1	0	1005	9	0	13	False
26/08/2018 02.00	11	4	235	0	2	0	1005	9	0	8	False
26/08/2018 03.00	12	4	239	0	2	0	1006	9	0	8	False
26/08/2018 04.00	11	4	238	0	2	0	1006	9	0	5	False
26/08/2018 05.00	12	4	244	1	1	0	1006	10	0	5	False
26/08/2018 06.00	13	4	248	1	1	0	1006	11	0	6	False
26/08/2018 07.00	14	5	258	0,5	2	1	1007	10	0	3	False
26/08/2018 08.00	15	7	273	0,5	2	2	1007	9	0	1	False
26/08/2018 09.00	16	8	278	1	1	3	1007	8	0	0	False
26/08/2018 10.00	16	8	278	1	1	4	1008	8	0	0	False
26/08/2018 11.00	17	8	278	1	1	4	1008	7	0	0	False
26/08/2018 12.00	17	8	276	1	1	4	1009	7	0	0	False
26/08/2018 13.00	18	8	273	0,5	2	3	1010	7	0	0	False
26/08/2018 14.00	18	8	270	0,5	2	3	1010	7	0	0	False
26/08/2018 15.00	17	7	269	0,5	2	2	1011	7	0	0	False
26/08/2018 16.00	16	6	264	1	1	1	1011	7	0	0	False
26/08/2018 17.00	16	5	257	1	1	0	1011	7	0	0	False
26/08/2018 18.00	14	4	250	1	1	0	1011	7	0	1	False
26/08/2018 19.00	14	3	234	0	2	0	1011	8	0	2	False
26/08/2018 20.00	13	3	202	0	2	0	1011	8	0	3	False
26/08/2018 21.00	12	3	188	0	3	0	1010	8	0	3	False
26/08/2018 22.00	12	3	171	0	4	0	1010	8	0	3	False
26/08/2018 23.00	12	3	168	0	4	0	1010	8	0	3	False
27/08/2018 00.00	13	4	160	0	12	0	1009	8	0	56	False
27/08/2018 01.00	13	4	151	0	12	0	1008	8	0	36	False
27/08/2018 02.00	14	4	144	0	4	0	1007	9	0	17	False
27/08/2018 03.00	14	4	143	0	12	0	1007	9	0	35	False
27/08/2018 04.00	14	5	147	0	12	0	1006	9	0	56	False
27/08/2018 05.00	14	6	146	0	13	0	1005	10	0	79	False
27/08/2018 06.00	13	6	145	0	13	0	1004	10	0	87	False
27/08/2018 07.00	13	7	147	0	13	0	1003	11	0	83	False
27/08/2018 08.00	14	8	149	0	13	1	1003	12	0	97	False
27/08/2018 09.00	14	8	149	0	13	1	1002	12	0	89	False
27/08/2018 10.00	14	7	151	0	12	2	1001	13	0	84	False
27/08/2018 11.00	15	6	160	0	12	2	1001	13	0	67	False
27/08/2018 12.00	15	6	169	0	12	2	1001	14	0	59	False
27/08/2018 13.00	17	6	194	0	13	1	1001	15	0	87	False
27/08/2018 14.00	18	5	230	0	12	2	1001	15	0	97	False
27/08/2018 15.00	18	6	248	0	12	1	1002	15	0	56	False
27/08/2018 16.00	17	7	253	0	12	0	1002	14	0	43	False
27/08/2018 17.00	17	6	255	0	12	0	1003	14	0	37	False
27/08/2018 18.00	16	5	255	0,5	2	0	1004	14	0	12	False
27/08/2018 19.00	15	5	250	0	2	0	1004	14	0	13	False
27/08/2018 20.00	15	4	244	0	2	0	1005	13	0	8	False
27/08/2018 21.00	15	4	245	0	2	0	1006	13	0	8	False
27/08/2018 22.00	15	4	245	0	2	0	1006	13	0	8	False
27/08/2018 23.00	15	4	247	0	3	0	1007	13	0	9	False
28/08/2018 00.00	14	4	248	0	3	0	1008	13	0	0	False
28/08/2018 01.00	14	4	247	0	2	0	1009	13	0	3	False
28/08/2018 02.00	14	4	245	0	3	0	1009	13	0	9	False
28/08/2018 03.00	14	4	247	0	3	0	1010	13	0	13	False
28/08/2018 04.00	14	3	249	0	2	0	1011	13	0	15	False
28/08/2018 05.00	14	3	252	0,5	2	0	1011	14	0	8	False
28/08/2018 06.00	15	3	256	0,5	2	0	1012	14	0	8	False
28/08/2018 07.00	16	3	271	0,5	2	1	1013	14	0	8	False
28/08/2018 08.00	17	4	293	0,5	2	2	1013	14	0	10	False
28/08/2018 09.00	18	4	300	0	3	2	1014	14	0	5	False
28/08/2018 10.00	19	4	295	0	3	3	1014	14	0	18	False
28/08/2018 11.00	19	4	290	0	3	3	1015	14	0	21	False
28/08/2018 12.00	18	2	257	0	4	2	1015	15	0	3	False
28/08/2018 13.00	19	2	270	0	4	1	1015	15	0	5	False
28/08/2018 14.00	19	2	287	0	4	2	1016	15	0	4	False
28/08/2018 15.00	20	4	295	0	3	1	1016	14	0	6	False
28/08/2018 16.00	19	4	295	0	3	1	1016	14	0	6	False
28/08/2018 17.00	19	3	296	0,5	2	0	1017	14	0	6	False
28/08/2018 18.00	17	3	298	0	2	0	1017	14	0	5	False
28/08/2018 19.00	16	2	286	0	2	0	1017	14	0	7	False
28/08/2018 20.00	15	1	250	0	3	0	1017	13	0	8	False
28/08/2018 21.00	15	1	245	0	3	0	1017	13	0	8	False
28/08/2018 22.00	14	1	228	0	3	0	1018	13	0	9	False
28/08/2018 23.00	14	1	227	0	3	0	1018	13	0	9	False
29/08/2018 00.00	14	1	218	0	3	0	1018	14	0	0	False
29/08/2018 01.00	14	1	195	0	2	0	1018	13	0	0	False
29/08/2018 02.00	13	1	185	0	2	0	1018	13	0	0	False
29/08/2018 03.00	12	1	183	0	1	0	1017	12	0	0	False
29/08/2018 04.00	12	1	169	0	1	0	1017	11	0	4	False
29/08/2018 05.00	12	2	161	0,5	2	0	1017	11	0	6	False
29/08/2018 06.00	13	2	160	0,5	2	0	1017	12	0	8	False
29/08/2018 07.00	15	3	168	0,5	2	1	1017	12	0	6	False
29/08/2018 08.00	16	4	172	0	3	1	1017	13	0	4	False
29/08/2018 09.00	18	4	175	0	3	2	1017	13	0	3	False
29/08/2018 10.00	19	4	172	0	4	2	1016	13	0	5	False
29/08/2018 11.00	20	4	167	0	3	2	1016	12	0	3	False
29/08/2018 12.00	20	4	157	0	3	2	1016	12	0	0	False
29/08/2018 13.00	20	4	154	0	4	2	1016	12	0	1	False
29/08/2018 14.00	20	4	148	0	4	1	1015	13	0	1	False
29/08/2018 15.00	20	4	143	0	4	1	1015	13	0	1	False
29/08/2018 16.00	20	4	136	0	4	0	1015	13	0	3	False
29/08/2018 17.00	19	4	131	0	4	0	1014	13	0	4	False
29/08/2018 18.00	18	3	125	0	3	0	1014	14	0	5	False
29/08/2018 19.00	18	3	126	0	3	0	1014	14	0	6	False
29/08/2018 20.00	17	3	131	0	4	0	1014	14	0	8	False
29/08/2018 21.00	17	3	132	0	4	0	1014	14	0	14	False
29/08/2018 22.00	16	2	135	0	12	0	1014	14	0	51	False
29/08/2018 23.00	16	1	141	0	12	0	1014	14	0	66	False
30/08/2018 00.00	16	1	77	0	13	0	1014	15	0	77	False
30/08/2018 01.00	16	1	21	0	13	0	1014	15	0	70	False
30/08/2018 02.00	16	2	13	0	12	0	1013	15	0	70	False
30/08/2018 03.00	15	2	12	0	12	0	1013	14	0	61	False
30/08/2018 04.00	15	2	13	0	12	0	1013	14	0	67	False
30/08/2018 05.00	15	3	9	0	13	0	1013	15	0	79	False
30/08/2018 06.00	15	2	5	0	13	0	1013	15	0	81	False
30/08/2018 07.00	15	3	6	0	13	0	1013	15	0	80	False
30/08/2018 08.00	16	4	8	0	12	0	1013	15	0	74	False
30/08/2018 09.00	16	4	12	0	12	1	1014	15	0	66	False
30/08/2018 10.00	16	3	17	0	12	1	1014	15	0	69	False
30/08/2018 11.00	16	4	12	0	13	1	1014	15	0	74	False
30/08/2018 12.00	16	4	11	0	12	1	1014	15	0	73	False
30/08/2018 13.00	17	4	13	0	13	1	1014	15	0	72	False
30/08/2018 14.00	17	4	4	0	13	1	1014	15	0	75	False
30/08/2018 15.00	18	4	359	0	12	1	1014	14	0	66	False
30/08/2018 16.00	17	4	353	0	12	0	1014	14	0	52	False
30/08/2018 17.00	17	4	345	0	4	0	1014	14	0	21	False
30/08/2018 18.00	16	4	338	0	3	0	1015	14	0	8	False
30/08/2018 19.00	16	4	330	0	3	0	1015	14	0	13	False
30/08/2018 20.00	15	3	335	0	3	0	1015	14	0	9	False
30/08/2018 21.00	15	3	335	0	2	0	1016	13	0	9	False
30/08/2018 22.00	14	3	338	0	3	0	1016	13	0	16	False
30/08/2018 23.00	14	3	336	0	2	0	1016	14	0	21	False
31/08/2018 00.00	14	4	341	0	2	0	1016	13	0	24	False
31/08/2018 01.00	15	4	336	0	3	0	1016	13	0	18	False
31/08/2018 02.00	15	3	340	0	3	0	1016	13	0	12	False
31/08/2018 03.00	15	3	341	0	3	0	1016	13	0	10	False
31/08/2018 04.00	14	4	346	0	4	0	1016	13	0	18	False
31/08/2018 05.00	15	4	353	0	4	0	1016	14	0	24	False
31/08/2018 06.00	15	4	0	0	12	0	1016	14	0	45	False
31/08/2018 07.00	15	5	0	0	12	0	1016	14	0	53	False
31/08/2018 08.00	16	5	6	0	12	1	1017	14	0	55	False
31/08/2018 09.00	16	6	11	0	12	1	1017	14	0	65	False
31/08/2018 10.00	16	6	13	0	13	1	1017	14	0	81	False
31/08/2018 11.00	16	5	16	0	13	2	1018	14	0	87	False
31/08/2018 12.00	16	4	19	0	4	1	1020	13	0	0	False
31/08/2018 13.00	17	4	22	0	4	1	1020	13	0	0	False
31/08/2018 14.00	17	5	24	0	4	1	1020	13	0	0	False
31/08/2018 15.00	17	5	25	0	4	1	1021	12	0	1	False
31/08/2018 16.00	17	5	24	0	4	0	1021	12	0	2	False
31/08/2018 17.00	17	4	21	0	4	0	1021	12	0	4	False
31/08/2018 18.00	16	4	20	0	4	0	1021	12	0	5	False
31/08/2018 19.00	16	3	17	0	3	0	1022	12	0	6	False
31/08/2018 20.00	15	2	10	0	2	0	1022	12	0	7	False
31/08/2018 21.00	14	2	4	0	2	0	1022	12	0	7	False
31/08/2018 22.00	14	2	357	0	2	0	1022	12	0	8	False
31/08/2018 23.00	13	2	348	0	2	0	1022	12	0	8	False
01/09/2018 00.00	13	2	334	0	4	0	1023	12	0	0	False
01/09/2018 01.00	13	2	337	0	3	0	1023	12	0	0	False
01/09/2018 02.00	12	2	344	0	2	0	1023	11	0	0	False
01/09/2018 03.00	12	2	346	0	2	0	1023	11	0	3	False
01/09/2018 04.00	12	1	344	0	2	0	1023	12	0	6	False
01/09/2018 05.00	13	2	339	0,5	2	0	1023	12	0	6	False
01/09/2018 06.00	14	2	336	0	3	0	1024	13	0	7	False
01/09/2018 07.00	16	3	342	0,5	2	1	1024	13	0	5	False
01/09/2018 08.00	17	3	3	0,5	2	2	1025	13	0	3	False
01/09/2018 09.00	18	3	4	0,5	2	2	1025	12	0	1	False
01/09/2018 10.00	19	3	2	0	3	3	1025	12	0	0	False
01/09/2018 11.00	19	3	345	0	3	3	1025	12	0	0	False
01/09/2018 12.00	19	3	323	0	4	2	1025	12	0	0	False
01/09/2018 13.00	19	3	320	0	4	1	1025	12	0	1	False
01/09/2018 14.00	20	4	324	0	4	2	1026	12	0	1	False
01/09/2018 15.00	19	4	328	0	3	1	1026	12	0	1	False
01/09/2018 16.00	18	4	325	0,5	2	1	1026	12	0	2	False
01/09/2018 17.00	17	3	325	0,5	2	0	1026	12	0	3	False
01/09/2018 18.00	16	2	329	0	1	0	1027	11	0	4	False
01/09/2018 19.00	15	2	324	0	2	0	1027	11	0	5	False
01/09/2018 20.00	13	1	309	0	1	0	1027	11	0	7	False
01/09/2018 21.00	13	1	309	0	1	0	1027	11	0	7	False
01/09/2018 22.00	12	1	286	0	1	0	1028	11	0	8	False
01/09/2018 23.00	12	1	267	0	1	0	1028	11	0	8	False
02/09/2018 00.00	11	1	241	0	1	0	1028	10	0	0	False
