StartDateTime	CoolingDegree	Energy	Flow	TemperatureIn	TemperatureOut	Volume
28/12/2018 00.00	31.48.00	0,148611111	00.06	61.12.00	29.64	00.08
27/12/2018 23.00	30.95	0,108333333	00.06	60.52.00	29.58.00	00.08
27/12/2018 22.00	31.48.00	1	00.07	60.81	29.33.00	00.03
27/12/2018 21.00	33.08.00	05.54	00.06	62.77	29.69	00.14
27/12/2018 20.00	33.03.00	03.24	00.06	63.14.00	29.85	00.09
27/12/2018 19.00	34.06.00	00.22	00.06	65.38.00	30.78	00.01
27/12/2018 18.00	33.86	08.12	00.07	63.43.00	29.57.00	00.21
27/12/2018 17.00	33.86	0,310416667	00.07	63.43.00	29.57.00	00.17
27/12/2018 16.00	33.84	0	00.07	63.46.00	29.62	0
27/12/2018 15.00	33.54.00	04.05	00.07	63.79	30.25.00	00.11
27/12/2018 14.00	33.54.00	04.05	00.07	63.79	30.25.00	00.11
27/12/2018 13.00	33.54.00	00.03	00.07	63.79	30.25.00	00.01
27/12/2018 12.00	35	05.07	00.06	65.24.00	30.24.00	00.14
27/12/2018 11.00	34.92	0	00.06	65.11.00	30.02.00	0
27/12/2018 10.00	33.26.00	0,296527778	00.07	62.61	29.35.00	00.17
27/12/2018 09.00	33.26.00	7	00.07	62.61	29.35.00	00.18
27/12/2018 08.00	33.26.00	02.53	00.07	62.61	29.35.00	00.08
27/12/2018 07.00	30.24.00	0,151388889	00.07	61.61	31.37.00	00.08
27/12/2018 06.00	31.78	0,136805556	00.07	61.02.00	29.42.00	00.07
27/12/2018 05.00	32.35.00	0,149305556	00.07	61.88	29.53.00	00.07
27/12/2018 04.00	32.01.00	02.01	00.06	61.06.00	29.59.00	00.07
27/12/2018 03.00	32.07.00	0	00.07	62.02.00	29.33.00	0
27/12/2018 02.00	31.75	0,264583333	00.06	62.03.00	30.55.00	00.15
27/12/2018 01.00	31.72	02.29	00.06	62.31.00	30.59.00	00.07
27/12/2018 00.00	35.24.00	02.09	00.06	65.04.00	30.16.00	00.08
26/12/2018 23.00	33.64	03.05	00.06	63.79	30.15.00	00.09
26/12/2018 22.00	28.37.00	03.08	00.01	61.83	33.47.00	00.09
26/12/2018 21.00	32.94	0,188888889	00.08	63.23.00	30.03.00	00.09
26/12/2018 20.00	33.52.00	03.07	00.08	63.46.00	29.94	00.09
26/12/2018 19.00	37.45.00	0,169444444	00.08	67.81	30.35.00	00.08
26/12/2018 18.00	34.89	03.24	00.08	65.39.00	30.05.00	00.09
26/12/2018 17.00	37.02.00	0,177083333	00.08	68.21.00	31.01.00	00.08
26/12/2018 16.00	26.36.00	03.45	00.33	68.73	42.36.00	00.08
26/12/2018 15.00	35.39.00	03.08	00.08	66.77	31.38.00	00.09
26/12/2018 14.00	35.43.00	0,046527778	00.01	67.41.00	31.98	00.02
26/12/2018 13.00	37.03.00	09.33	00.07	67.54.00	30.24.00	00.21
26/12/2018 12.00	37.29.00	0,046527778	00.07	67.48.00	30.19.00	00.02
26/12/2018 11.00	37.11.00	09.07	00.07	66.58.00	29.47.00	00.24
26/12/2018 10.00	37.08.00	05.45	00.07	66.53.00	29.45.00	00.14
26/12/2018 09.00	36.69	00.18	00.08	65.77	29.07.00	0
26/12/2018 08.00	36.15.00	05.59	00.08	65.17.00	29.02.00	00.13
26/12/2018 07.00	36.15.00	05.46	00.08	65.17.00	29.02.00	00.13
26/12/2018 06.00	36.15.00	03.19	00.08	65.17.00	29.02.00	00.08
26/12/2018 05.00	36.06.00	0,169444444	00.07	65.34.00	29.29.00	00.08
26/12/2018 04.00	36.29.00	0,056944444	00.08	65.04.00	29.11.00	00.02
26/12/2018 03.00	36.59.00	05.03	00.08	65.54.00	28.95	00.14
26/12/2018 02.00	36.38.00	00.12	00.08	65.04.00	29.02.00	0
26/12/2018 01.00	34.61	0,315277778	00.07	64.21.00	29.06.00	00.18
26/12/2018 00.00	34.65	0,149305556	00.07	64.24.00	29.59.00	00.07
25/12/2018 23.00	37.02.00	0	00.08	65.81	28.79	0
25/12/2018 22.00	40.44.00	0,254861111	00.01	67.38.00	26.94	00.14
25/12/2018 21.00	40.44.00	06.23	00.01	67.38.00	26.94	00.15
25/12/2018 20.00	40.44.00	05.01	00.01	67.38.00	26.94	00.12
25/12/2018 19.00	40.02.00	0	00.01	67.04.00	27.02.00	0
25/12/2018 18.00	37.84	0,343055556	00.07	67.59.00	29.75	00.18
25/12/2018 17.00	37.76	03.04	00.07	67.06.00	29.84	00.08
25/12/2018 16.00	38.57.00	04.33	00.08	67.69	29.12.00	00.11
25/12/2018 15.00	38.38.00	0,213888889	00.07	67.83	29.45.00	00.09
25/12/2018 14.00	42.37.00	03.21	00.07	70.02.00	27.83	00.08
25/12/2018 13.00	38.11.00	0,169444444	00.06	67.37.00	29.26.00	00.07
25/12/2018 12.00	38.01.00	03.17	00.07	67.89	29.88	00.08
25/12/2018 11.00	37.32.00	0,231944444	00.07	67.62	30.03.00	00.01
25/12/2018 10.00	37.07.00	03.11	00.08	67.27.00	29.57.00	00.09
25/12/2018 09.00	37.31.00	04.01	00.08	66.43.00	29.12.00	00.09
25/12/2018 08.00	36.19.00	0,13125	00.08	65.59.00	29.04.00	00.09
25/12/2018 07.00	36.79	04.33	00.08	65.54.00	28.75	00.09
25/12/2018 06.00	35.73	0,129861111	00.08	64.92	29.19.00	00.08
25/12/2018 05.00	35.01.00	00.13	00.09	64.73	29.71	0
25/12/2018 04.00	26.52.00	0,35625	00.29	66.62	40.01.00	00.18
25/12/2018 03.00	26.66	0,169444444	00.29	66.63	39.97	00.08
25/12/2018 02.00	34.92	05.04	00.18	67.15.00	32.23.00	00.13
25/12/2018 01.00	36.07.00	03.46	00.08	66.48.00	30.04.00	00.09
25/12/2018 00.00	36.64	02.08	00.07	66.74	30.01.00	00.07
24/12/2018 23.00	37.75	0	00.09	67.55.00	29.08.00	0
24/12/2018 22.00	45.48.00	0,296527778	00.33	72.06.00	27.12.00	00.14
24/12/2018 21.00	45.48.00	7	00.33	72.06.00	27.12.00	00.15
24/12/2018 20.00	45.48.00	04.47	00.33	72.06.00	27.12.00	00.12
24/12/2018 19.00	36.75	04.25	00.06	68.79	32.04.00	00.09
24/12/2018 18.00	44.43.00	0,339583333	00.12	71.91	27.48.00	00.14
24/12/2018 17.00	41.24.00	0,214583333	00.07	71.68	30.44.00	00.11
24/12/2018 16.00	41.18.00	06.06	00.08	72.01.00	30.92	00.13
24/12/2018 15.00	45.58.00	0,29375	00.12	73.22.00	27.63	00.13
24/12/2018 14.00	44.72	0,045138889	00.12	73.36.00	28.64	00.01
24/12/2018 13.00	41.03.00	0,543055556	00.07	72.03.00	30.73	00.28
24/12/2018 12.00	41.36.00	05.37	00.07	72.05.00	30.07.00	00.11
24/12/2018 11.00	42.46.00	06.25	00.07	72.53.00	30.07.00	00.13
24/12/2018 10.00	42.01.00	05.02	00.08	71.63	29.53.00	00.01
24/12/2018 09.00	45.37.00	05.47	00.12	72.59.00	27.21.00	00.11
24/12/2018 08.00	41.19.00	04.44	00.08	70.42.00	29.23.00	00.09
24/12/2018 07.00	43.53.00	00.08	00.11	70.97	27.45.00	00.02
24/12/2018 06.00	40.35.00	07.56	00.01	68.34.00	27.99	00.17
24/12/2018 05.00	40.28.00	03.58	00.01	68.29.00	28.01.00	00.09
24/12/2018 04.00	39.61	0,189583333	00.09	67.84	28.23.00	00.09
24/12/2018 03.00	38.55.00	0,189583333	00.08	67.87	29.32.00	00.09
24/12/2018 02.00	40.56.00	0,277083333	00.08	69.74	29.18.00	00.12
24/12/2018 01.00	41.48.00	04.14	00.13	68.13.00	26.65	00.01
24/12/2018 00.00	37.12.00	03.07	00.08	67.14.00	30.02.00	00.08
23/12/2018 23.00	36.61	00.17	00.21	69.03.00	32.41.00	0
23/12/2018 22.00	39.26.00	09.09	00.08	69.34.00	30.08.00	00.22
23/12/2018 21.00	39.27.00	04.07	00.08	69.34.00	30.07.00	00.01
23/12/2018 20.00	40.06.00	04.18	00.09	69.68	29.62	00.09
23/12/2018 19.00	43	0,219444444	00.07	72.66	29.65	00.01
23/12/2018 18.00	40	0,230555556	00.07	71.13.00	31.14.00	00.12
23/12/2018 17.00	41.09.00	0,230555556	00.07	71.42.00	30.33.00	00.01
23/12/2018 16.00	44.89	05.08	00.12	72.35.00	27.47.00	00.01
23/12/2018 15.00	45.71	0	00.11	73.03.00	27.32.00	0
23/12/2018 14.00	45.12.00	07.35	00.09	73.34.00	28.22.00	00.14
23/12/2018 13.00	45.12.00	0,295138889	00.09	73.34.00	28.22.00	00.13
23/12/2018 12.00	45.04.00	0	00.09	73.29.00	28.25.00	0
23/12/2018 11.00	43.43.00	07.35	00.07	72.25.00	28.82	00.16
23/12/2018 10.00	43.43.00	0,309027778	00.07	72.25.00	28.82	00.15
23/12/2018 09.00	43.38.00	03.08	00.07	72.26.00	28.88	00.08
23/12/2018 08.00	42.29.00	0	00.08	72.26.00	29.97	0
23/12/2018 07.00	40.57.00	0,254861111	00.07	70.32.00	29.75	00.12
23/12/2018 06.00	40.57.00	05.48	00.07	70.32.00	29.75	00.12
23/12/2018 05.00	40.57.00	0,254861111	00.07	70.32.00	29.75	00.12
23/12/2018 04.00	40.57.00	04.25	00.07	70.32.00	29.75	00.09
23/12/2018 03.00	40.92	04.12	00.08	69.96	29.04.00	00.08
23/12/2018 02.00	39.49.00	0,177083333	00.01	69.59.00	30.01.00	00.01
23/12/2018 01.00	13.03	05.33	00.39	71.86	58.57.00	00.13
23/12/2018 00.00	38.56.00	04.05	00.08	68.16.00	29.06.00	00.09
22/12/2018 23.00	38.94	0,219444444	00.08	68.51.00	29.56.00	00.11
22/12/2018 22.00	44.16.00	04.54	00.13	69.84	25.68	00.09
22/12/2018 21.00	43.68	05.29	00.28	71.15.00	27.47.00	00.12
22/12/2018 20.00	40.27.00	0,277083333	00.09	69.82	29.56.00	00.11
22/12/2018 19.00	46.69	6	00.33	73.06.00	26.91	00.13
22/12/2018 18.00	43.54.00	04.47	00.09	72.14.00	28.06.00	00.09
22/12/2018 17.00	41.96	03.08	00.07	71.02.00	29.23.00	00.09
22/12/2018 16.00	42.75	05.37	00.07	72.03.00	29.55.00	00.01
22/12/2018 15.00	42.02.00	04.38	00.07	71.86	29.84	00.09
22/12/2018 14.00	45.35.00	0,229861111	00.08	74.84	29.49.00	00.11
22/12/2018 13.00	44.72	05.08	00.09	73.65	28.93	00.11
22/12/2018 12.00	43.81	04.31	00.07	73.16.00	29.35.00	00.09
22/12/2018 11.00	42.16.00	04.55	00.07	72.05.00	29.89	00.09
22/12/2018 10.00	43.36.00	0,04375	00.09	72.95	29.59.00	00.01
22/12/2018 09.00	41.25.00	07.08	00.08	70.83	29.58.00	00.16
22/12/2018 08.00	41.23.00	0,189583333	00.08	70.81	29.58.00	00.01
22/12/2018 07.00	40.84	0,177083333	00.08	70.38.00	29.54.00	00.08
22/12/2018 06.00	41.45.00	04.45	00.09	69.07.00	28.25.00	00.09
22/12/2018 05.00	39.95	0,190277778	00.08	69.33.00	29.38.00	00.09
22/12/2018 04.00	38.59.00	04.04	00.08	67.91	29.32.00	00.09
22/12/2018 03.00	39.19.00	0,172916667	00.09	67.66	28.46.00	00.08
22/12/2018 02.00	36.84	0,18125	00.07	65.94	29.01.00	00.01
22/12/2018 01.00	36.53.00	0,189583333	00.08	65.94	29.41.00	00.09
22/12/2018 00.00	36.04.00	03.37	00.09	65.16.00	29.11.00	00.08
21/12/2018 23.00	37.11.00	03.03	00.07	66	28.88	00.01
21/12/2018 22.00	36.35.00	0,275	00.08	65.66	29.31.00	00.13
21/12/2018 21.00	35.66	05.37	00.08	65.07.00	30.04.00	00.13
21/12/2018 20.00	32.64	04.27	00.26	69	36.36.00	00.09
21/12/2018 19.00	36.47.00	03.02	00.08	65.06.00	29.13.00	00.09
21/12/2018 18.00	36.29.00	03.08	00.08	65.64	29.35.00	00.09
21/12/2018 17.00	36.35.00	03.43	00.07	66.26.00	29.09.00	00.08
21/12/2018 16.00	37.44.00	03.52	00.07	67.52.00	30.08.00	00.08
21/12/2018 15.00	36.03.00	03.53	00.07	66.59.00	30.29.00	00.09
21/12/2018 14.00	37.04.00	03.45	00.07	68.08.00	30.68	00.08
21/12/2018 13.00	36.75	04.03	00.06	67.37.00	30.63	00.09
21/12/2018 12.00	40.34.00	0,230555556	00.01	69.13.00	28.79	00.11
21/12/2018 11.00	40.81	03.58	00.08	70.04.00	29.23.00	00.09
21/12/2018 10.00	38.61	0	00.08	68.14.00	29.54.00	0
21/12/2018 09.00	38.46.00	8	00.08	67.82	29.36.00	00.17
21/12/2018 08.00	38.46.00	3	00.08	67.82	29.36.00	00.09
21/12/2018 07.00	38.14.00	04.01	00.08	67.71	29.57.00	00.08
21/12/2018 06.00	37.82	02.09	00.08	67.15.00	29.33.00	00.08
21/12/2018 05.00	37.33.00	0	00.08	67.14.00	29.81	0
21/12/2018 04.00	35.43.00	8	00.08	64.75	29.32.00	00.18
21/12/2018 03.00	35.43.00	00.01	00.08	64.75	29.32.00	0
21/12/2018 02.00	39.16.00	0,275	00.07	68.77	29.61	00.16
21/12/2018 01.00	39.05.00	0,185416667	00.07	68.68	29.63	00.09
21/12/2018 00.00	32.27.00	03.24	00.07	63.06.00	30.79	00.01
20/12/2018 23.00	34.02.00	03.53	00.09	63.02.00	29	00.09
20/12/2018 22.00	34.26.00	0,052777778	00.08	64.23.00	29.97	00.02
20/12/2018 21.00	42.56.00	06.53	00.14	68.06.00	26.04.00	00.17
20/12/2018 20.00	42.32.00	0	00.14	68.06.00	26.28.00	0
20/12/2018 19.00	38.94	10.31	00.08	68.61	29.67	00.22
20/12/2018 18.00	38.71	0,172916667	00.08	68.61	29.09.00	00.09
20/12/2018 17.00	38.71	0	00.09	68.63	29.92	0
20/12/2018 16.00	40.04.00	07.05	00.09	69.59.00	29.19.00	00.17
20/12/2018 15.00	40.51.00	04.56	00.09	69.65	29.14.00	00.01
20/12/2018 14.00	39.59.00	0,169444444	00.08	69.16.00	29.57.00	00.07
20/12/2018 13.00	39.84	00.42	00.08	69.17.00	29.33.00	00.01
20/12/2018 12.00	39.71	0,311111111	00.08	69.07.00	29.36.00	00.17
20/12/2018 11.00	39.07.00	00.27	00.08	69.07.00	29.36.00	00.01
20/12/2018 10.00	39.25.00	0,352083333	00.08	68.88	29.63	00.17
20/12/2018 09.00	39.25.00	04.05	00.08	68.86	29.61	00.09
20/12/2018 08.00	39.11.00	0,172916667	00.08	68.23.00	29.12.00	00.08
20/12/2018 07.00	38.53.00	04.12	00.08	67.28.00	28.75	00.09
20/12/2018 06.00	36.06.00	0,149305556	00.07	66.18.00	29.58.00	00.09
20/12/2018 05.00	37.56.00	04.29	00.08	66.97	29.04.00	00.09
20/12/2018 04.00	40.69	03.58	00.01	67.82	27.13.00	00.09
20/12/2018 03.00	40.09.00	04.11	00.11	68.09.00	28	00.09
20/12/2018 02.00	37.42.00	03.07	00.08	66.39.00	28.97	00.08
20/12/2018 01.00	37.79	00.27	00.08	66.79	29	00.01
20/12/2018 00.00	38.88	0,351388889	00.08	67.97	29.09.00	00.18
19/12/2018 23.00	38.86	0,185416667	00.08	67.96	29.01.00	00.09
19/12/2018 22.00	38.14.00	0,18125	00.07	67.64	29.05.00	00.09
19/12/2018 21.00	37.71	03.19	00.07	68.46.00	30.75	00.07
19/12/2018 20.00	39.18.00	00.53	00.09	69.12.00	29.94	00.01
19/12/2018 19.00	40.97	0,340972222	00.08	71.07.00	30.73	00.17
19/12/2018 18.00	40.86	0,169444444	00.08	71.56.00	30.07.00	00.09
19/12/2018 17.00	39.17.00	00.45	00.08	69.43.00	30.26.00	00.01
19/12/2018 16.00	39.03.00	0,432638889	00.07	69.41.00	30.11.00	00.22
19/12/2018 15.00	39.33.00	0,23125	00.07	69.43.00	30.01.00	00.11
19/12/2018 14.00	40.32.00	0,257638889	00.07	70.13.00	29.81	00.11
19/12/2018 13.00	42.01.00	00.19	00.08	70.69	28.68	0
19/12/2018 12.00	41.72	0,392361111	00.08	71.04.00	29.68	00.19
19/12/2018 11.00	41.71	04.15	00.08	71.41.00	29.07.00	00.07
19/12/2018 10.00	43.16.00	00.27	00.08	71.59.00	28.43.00	00.01
19/12/2018 09.00	40.25.00	0,351388889	00.08	69.92	29.67	00.18
19/12/2018 08.00	40.27.00	0,185416667	00.08	69.92	29.65	00.01
19/12/2018 07.00	40.78	0,18125	00.09	69.85	29.07.00	00.09
19/12/2018 06.00	41.76	04.44	00.09	69.91	28.15.00	00.09
19/12/2018 05.00	39.33.00	0,172916667	00.08	68.69	29.36.00	00.08
19/12/2018 04.00	37.98	03.03	00.08	67.41.00	29.43.00	00.09
19/12/2018 03.00	43.17.00	0,222916667	00.09	71.71	28.54.00	00.09
19/12/2018 02.00	38.24.00	03.13	00.07	67.58.00	29.33.00	00.09
19/12/2018 01.00	38.11.00	0,172916667	00.08	68.01.00	29.09.00	00.08
19/12/2018 00.00	41.92	04.06	00.11	69.43.00	27.51.00	00.09
18/12/2018 23.00	41.59.00	0,224305556	00.26	70.35.00	28.76	00.01
18/12/2018 22.00	40.08.00	04.04	00.08	70.98	30.18.00	00.09
18/12/2018 21.00	39.45.00	0,214583333	00.08	70.07.00	30.62	00.11
18/12/2018 20.00	42.13.00	04.16	00.35	71.02.00	29.07.00	00.09
18/12/2018 19.00	41.28.00	05.25	00.06	72.02.00	30.92	00.09
18/12/2018 18.00	40.36.00	0,177083333	00.08	71.38.00	31.02.00	00.09
18/12/2018 17.00	42.09.00	5	00.08	72.87	29.97	00.01
18/12/2018 16.00	43.05.00	05.45	00.07	72.61	29.11.00	00.01
18/12/2018 15.00	36.22.00	04.03	00.22	73.25.00	37.03.00	00.01
18/12/2018 14.00	40.73	0,23125	00.11	72.97	32.24.00	00.09
18/12/2018 13.00	43.26.00	0,170138889	00.08	73.07.00	29.81	00.09
18/12/2018 12.00	43.83	5	00.07	73.91	30.08.00	00.09
18/12/2018 11.00	43.09.00	0,234027778	00.07	74.01.00	30.02.00	00.01
18/12/2018 10.00	43.54.00	04.05	00.13	75.07.00	31.53.00	00.08
18/12/2018 09.00	44.56.00	04.28	00.01	74.36.00	29.08.00	00.09
18/12/2018 08.00	42.57.00	05.07	00.07	72.79	30.22.00	00.09
18/12/2018 07.00	42.58.00	0,214583333	00.08	72.68	30.01.00	00.01
18/12/2018 06.00	42.83	03.09	00.08	72.44.00	29.61	00.08
18/12/2018 05.00	44.91	04.04	00.01	73.17.00	28.26.00	00.09
18/12/2018 04.00	44.07.00	04.23	00.09	71.85	27.78	00.09
18/12/2018 03.00	42.58.00	04.41	00.09	71.58.00	29	00.01
18/12/2018 02.00	40.77	0,21875	00.08	70.23.00	29.46.00	00.01
18/12/2018 01.00	41.14.00	04.56	00.09	69.65	28.52.00	00.09
18/12/2018 00.00	41.93	05.21	00.08	71.43.00	29.05.00	00.11
17/12/2018 23.00	41.68	04.48	00.09	71.74	30.05.00	00.09
17/12/2018 22.00	42.33.00	05.36	00.41	72.88	30.55.00	00.11
17/12/2018 21.00	44.47.00	04.17	00.08	73.37.00	28.89	00.09
17/12/2018 20.00	43.19.00	0,178472222	00.08	73.27.00	30.08.00	00.08
17/12/2018 19.00	42.83	0,219444444	00.08	72.79	29.97	00.09
17/12/2018 18.00	43.77	04.03	00.08	72.91	29.14.00	00.08
17/12/2018 17.00	42.02.00	0,266666667	00.06	73.33.00	31.13.00	00.12
17/12/2018 16.00	43.07.00	04.03	00.07	74.04.00	30.97	00.01
17/12/2018 15.00	47.56.00	05.14	00.11	75.35.00	27.79	00.09
17/12/2018 14.00	45.74	04.14	00.07	75.69	29.95	00.08
17/12/2018 13.00	46.36.00	04.17	00.09	75.52.00	29.15.00	00.08
17/12/2018 12.00	47.49.00	0,214583333	00.07	76.79	29.03.00	00.08
17/12/2018 11.00	45.42.00	04.11	00.08	75.04.00	29.98	00.09
17/12/2018 10.00	46.44.00	0,227777778	00.01	75.56.00	29.12.00	00.09
17/12/2018 09.00	50.96	07.16	00.35	77.98	27.02.00	00.13
17/12/2018 08.00	44.59.00	04.23	00.07	74.56.00	29.97	00.08
17/12/2018 07.00	44.25.00	0,225	00.07	74.28.00	30.03.00	00.08
17/12/2018 06.00	44.74	03.44	00.07	74.72	29.98	00.08
17/12/2018 05.00	46.19.00	0,227777778	00.08	74.22.00	28.04.00	00.08
17/12/2018 04.00	45.25.00	04.33	00.08	74.45.00	29.02.00	00.09
17/12/2018 03.00	42.98	03.14	00.08	71.94	28.96	00.08
17/12/2018 02.00	45.06.00	04.35	00.01	72.66	27.61	00.09
17/12/2018 01.00	43.73	04.29	00.08	71.51.00	27.79	00.09
17/12/2018 00.00	42.94	04.37	00.08	72.19.00	29.26.00	00.01
16/12/2018 23.00	44.72	04.56	00.07	73.02.00	28.48.00	00.09
16/12/2018 22.00	39.09.00	03.59	00.08	70.52.00	30.62	00.09
16/12/2018 21.00	0,629861111	0,270138889	00.47	73.05.00	58.39.00	00.18
16/12/2018 20.00	42.43.00	0,18125	00.07	72.24.00	29.08.00	00.09
16/12/2018 19.00	40.92	03.07	00.08	70.38.00	29.46.00	00.08
16/12/2018 18.00	39.51.00	04.26	00.06	70	30.49.00	00.09
16/12/2018 17.00	40.41.00	0,188194444	00.07	70.64	30.23.00	00.08
16/12/2018 16.00	42.92	03.58	00.08	71.83	28.91	00.08
16/12/2018 15.00	43.82	04.32	00.07	72.53.00	28.71	00.09
16/12/2018 14.00	42.42.00	04.42	00.07	72.68	30.26.00	00.08
16/12/2018 13.00	43.07.00	0,21875	00.06	73.03.00	30.23.00	00.01
16/12/2018 12.00	43.42.00	0,183333333	00.09	71.97	28.54.00	00.09
16/12/2018 11.00	42.96	0,219444444	00.07	72.15.00	29.19.00	00.01
16/12/2018 10.00	41.87	0,210416667	00.07	71.03.00	29.44.00	00.09
16/12/2018 09.00	41.89	0,2125	00.08	71.31.00	29.42.00	00.09
16/12/2018 08.00	42.41.00	04.11	00.09	71.31.00	28.09.00	00.08
16/12/2018 07.00	43.54.00	03.08	00.08	71.06.00	28.06.00	00.09
16/12/2018 06.00	43.49.00	04.57	00.09	71.36.00	27.87	00.09
16/12/2018 05.00	40.83	0,186111111	00.08	70.02.00	29.19.00	00.09
16/12/2018 04.00	38.82	0,175694444	00.08	67.94	29.11.00	00.01
16/12/2018 03.00	40.89	04.34	00.09	68.64	27.75	00.09
16/12/2018 02.00	41.78	04.56	00.01	69.01.00	27.23.00	00.09
16/12/2018 01.00	38.08.00	0,172916667	00.08	67.25.00	29.17.00	00.09
16/12/2018 00.00	38.36.00	04.46	00.08	68.04.00	29.68	00.09
15/12/2018 23.00	40.42.00	05.02	00.08	68.37.00	27.95	00.11
15/12/2018 22.00	38.87	05.25	00.07	68.82	29.94	00.11
15/12/2018 21.00	40.39.00	04.56	00.07	70.04.00	30	00.01
15/12/2018 20.00	42.15.00	0,219444444	00.24	72.06.00	29.91	00.01
15/12/2018 19.00	43.32.00	04.39	00.09	71.72	28.04.00	00.11
15/12/2018 18.00	43.07.00	0,209722222	00.09	71.65	28.59.00	00.01
15/12/2018 17.00	43.59.00	0,229861111	00.01	71.07.00	28.11.00	00.09
15/12/2018 16.00	42.18.00	04.05	00.08	71.82	29.64	00.09
15/12/2018 15.00	42.36.00	05.04	00.07	72.58.00	30.21.00	00.11
15/12/2018 14.00	46.68	05.54	00.11	73.73	27.05.00	00.11
15/12/2018 13.00	44.01.00	06.09	00.08	73.14.00	29.13.00	00.01
15/12/2018 12.00	41.91	0,185416667	00.08	71.86	29.95	00.09
15/12/2018 11.00	42.53.00	04.59	00.08	72.04.00	29.87	00.08
15/12/2018 10.00	45.25.00	04.46	00.01	73.69	28.43.00	00.01
15/12/2018 09.00	42.77	04.01	00.08	71.87	29.09.00	00.09
15/12/2018 08.00	41.45.00	0,190277778	00.08	71.15.00	29.07.00	00.09
15/12/2018 07.00	40.77	04.48	00.08	70.01.00	29.32.00	00.09
15/12/2018 06.00	42.02.00	04.07	00.01	69.98	27.96	00.09
15/12/2018 05.00	40.15.00	03.53	00.08	68.65	28.05.00	00.01
15/12/2018 04.00	36.82	04.38	00.07	66.35.00	29.53.00	00.09
15/12/2018 03.00	40.67	0,217361111	00.07	70.88	30.21.00	00.09
15/12/2018 02.00	42.59.00	03.12	00.09	71.72	29.13.00	00.08
15/12/2018 01.00	44.63	05.09	00.08	72.91	28.28.00	00.09
15/12/2018 00.00	41.23.00	0,190277778	00.08	70.07.00	29.47.00	00.09
14/12/2018 23.00	41.05.00	04.06	00.08	70.72	29.68	00.08
14/12/2018 22.00	42.71	0,190277778	00.08	72.18.00	29.47.00	00.09
14/12/2018 21.00	42.99	04.05	00.07	73.09.00	30.01.00	00.09
14/12/2018 20.00	42.79	0,228472222	00.08	73.24.00	30.46.00	00.09
14/12/2018 19.00	43.81	04.12	00.08	74.12.00	30.31.00	00.08
14/12/2018 18.00	45.92	0,19375	00.01	74.26.00	28.34.00	00.09
14/12/2018 17.00	44.67	5	00.08	73.96	29.28.00	00.09
14/12/2018 16.00	43.75	0,188194444	00.08	73.89	30.14.00	00.01
14/12/2018 15.00	43.27.00	0,233333333	00.08	73.69	30.42.00	00.09
14/12/2018 14.00	43.46.00	0,18125	00.08	73.91	30.44.00	00.08
14/12/2018 13.00	44.48.00	04.06	00.09	74.17.00	29.68	00.09
14/12/2018 12.00	44.76	0,209722222	00.08	73.99	29.23.00	00.09
14/12/2018 11.00	44.27.00	0,214583333	00.08	73.94	29.67	00.08
14/12/2018 10.00	44.04.00	04.55	00.08	74.03.00	29.09.00	00.09
14/12/2018 09.00	43.95	04.23	00.08	74.17.00	30.23.00	00.08
14/12/2018 08.00	43.25.00	0,225	00.08	73.82	30.56.00	00.01
14/12/2018 07.00	43.48.00	0,182638889	00.08	73.06.00	30.13.00	00.09
14/12/2018 06.00	44.36.00	04.25	00.08	74.54.00	30.18.00	00.09
14/12/2018 05.00	44.01.00	05.26	00.08	73.95	29.94	00.01
14/12/2018 04.00	43.55.00	0,192361111	00.08	73.56.00	30.01.00	00.09
14/12/2018 03.00	43.34.00	0,214583333	00.08	73.01.00	29.67	00.09
14/12/2018 02.00	40.36.00	04.27	00.08	70.04.00	30.04.00	00.09
14/12/2018 01.00	41.24.00	0,186111111	00.09	71.17.00	29.94	00.01
14/12/2018 00.00	40.99	0,214583333	00.09	70.01.00	29.11.00	00.09
13/12/2018 23.00	40.72	04.03	00.08	70.53.00	29.81	00.01
13/12/2018 22.00	35.64	0,18125	00.07	66.12.00	30.48.00	00.01
13/12/2018 21.00	37.42.00	05.26	00.09	66.93	29.51.00	00.12
13/12/2018 20.00	38.85	04.03	00.08	67.72	28.87	00.09
13/12/2018 19.00	38.06.00	0,230555556	00.07	68.84	30.24.00	00.11
13/12/2018 18.00	38.43.00	0,218055556	00.07	69.17.00	30.74	00.09
13/12/2018 17.00	42.53.00	03.37	00.01	70.55.00	28.02.00	00.09
13/12/2018 16.00	40.15.00	03.07	00.07	69.63	29.48.00	00.08
13/12/2018 15.00	41.86	04.25	00.07	71.06.00	29.73	00.09
13/12/2018 14.00	39.55.00	04.12	00.07	69.08.00	30.25.00	00.08
13/12/2018 13.00	41.63	0,189583333	00.07	70.79	29.16.00	00.09
13/12/2018 12.00	39.77	0,18125	00.07	70.31.00	30.54.00	00.09
13/12/2018 11.00	40.15.00	04.35	00.07	70.11.00	29.96	00.09
13/12/2018 10.00	42.05.00	04.17	00.09	70.84	28.33.00	00.09
13/12/2018 09.00	42.43.00	0,179861111	00.08	71.06.00	28.64	00.01
13/12/2018 08.00	41.68	04.57	00.08	70.98	29.03.00	00.09
13/12/2018 07.00	41.09.00	04.44	00.08	70.04.00	29.31.00	00.09
