StartDateTime;Temperature;WindSpeed;WindDirection;SunHour;Condition;UltravioletIndex;MeanSeaLevelPressure;DewPoint;Humidity;PrecipitationProbability;IsHistoricalEstimated;
01-01-2018 00:00:00;5;4;203;0;3;0;987;5;0;0;False;
01-01-2018 01:00:00;6;4;197;0;4;0;987;5;0;0;False;
01-01-2018 02:00:00;6;4;191;0;4;0;986;6;0;2;False;
01-01-2018 03:00:00;6;4;184;0;12;0;986;6;0;50;False;
01-01-2018 04:00:00;6;4;181;0;12;0;985;6;0;77;False;
01-01-2018 05:00:00;6;4;185;0;13;0;985;6;0;79;False;
01-01-2018 06:00:00;6;4;191;0;13;0;984;6;0;61;False;
01-01-2018 07:00:00;6;4;197;0;13;0;984;6;0;60;False;
01-01-2018 08:00:00;5;4;202;0;12;0;984;5;0;56;False;
01-01-2018 09:00:00;5;4;210;0;12;0;985;4;0;38;False;
01-01-2018 10:00:00;5;4;217;0;12;0;985;5;0;41;False;
01-01-2018 11:00:00;6;5;231;0;12;0;986;5;0;32;False;
01-01-2018 12:00:00;6;4;241;0;13;0;985;5;0;77;False;
01-01-2018 13:00:00;6;5;247;0;13;0;986;4;0;84;False;
01-01-2018 14:00:00;6;6;247;0;13;0;987;4;0;76;False;
01-01-2018 15:00:00;6;6;241;0;12;0;987;4;0;37;False;
01-01-2018 16:00:00;6;6;233;0;3;0;988;4;0;6;False;
01-01-2018 17:00:00;5;5;224;0;3;0;988;4;0;6;False;
01-01-2018 18:00:00;4;5;219;0;3;0;989;4;0;9;False;
01-01-2018 19:00:00;4;5;219;0;3;0;989;4;0;16;False;
01-01-2018 20:00:00;4;5;221;0;3;0;990;4;0;11;False;
01-01-2018 21:00:00;4;5;225;0;12;0;990;4;0;36;False;
01-01-2018 22:00:00;5;5;224;0;12;0;991;4;0;46;False;
01-01-2018 23:00:00;5;5;233;0;3;0;991;4;0;24;False;
02-01-2018 00:00:00;4;5;237;0;12;0;993;4;0;47;False;
02-01-2018 01:00:00;4;5;237;0;2;0;993;3;0;24;False;
02-01-2018 02:00:00;4;5;238;0;2;0;994;3;0;21;False;
02-01-2018 03:00:00;4;5;240;0;2;0;994;3;0;19;False;
02-01-2018 04:00:00;4;4;240;0;2;0;995;3;0;12;False;
02-01-2018 05:00:00;4;4;238;0;2;0;996;3;0;6;False;
02-01-2018 06:00:00;4;4;239;0;2;0;996;3;0;8;False;
02-01-2018 07:00:00;4;5;239;0;2;0;997;3;0;8;False;
02-01-2018 08:00:00;4;4;243;0;2;0;998;3;0;8;False;
02-01-2018 09:00:00;4;4;244;0,5;2;0;998;3;0;8;False;
02-01-2018 10:00:00;5;4;245;0,5;2;0;999;4;0;8;False;
02-01-2018 11:00:00;6;5;246;0,5;2;0;999;4;0;7;False;
02-01-2018 12:00:00;6;4;246;0,5;2;0;1000;4;0;10;False;
02-01-2018 13:00:00;6;4;241;0,5;2;0;1000;4;0;10;False;
02-01-2018 14:00:00;5;4;235;0,5;2;0;1000;4;0;10;False;
02-01-2018 15:00:00;4;4;227;0;2;0;1000;4;0;2;False;
02-01-2018 16:00:00;4;4;218;0;2;0;1000;3;0;6;False;
02-01-2018 17:00:00;3;4;210;0;2;0;1000;3;0;7;False;
02-01-2018 18:00:00;3;4;207;0;2;0;1000;3;0;9;False;
02-01-2018 19:00:00;3;4;196;0;3;0;1000;3;0;9;False;
02-01-2018 20:00:00;3;4;191;0;3;0;999;3;0;9;False;
02-01-2018 21:00:00;3;4;185;0;3;0;998;3;0;9;False;
02-01-2018 22:00:00;3;4;176;0;4;0;997;3;0;17;False;
02-01-2018 23:00:00;3;4;165;0;4;0;996;3;0;24;False;
03-01-2018 00:00:00;4;5;160;0;4;0;995;3;0;16;False;
03-01-2018 01:00:00;4;5;152;0;4;0;993;3;0;14;False;
03-01-2018 02:00:00;4;6;146;0;4;0;991;3;0;18;False;
03-01-2018 03:00:00;4;7;140;0;4;0;989;3;0;21;False;
03-01-2018 04:00:00;4;8;135;0;12;0;986;3;0;66;False;
03-01-2018 05:00:00;3;9;130;0;13;0;984;3;0;94;False;
03-01-2018 06:00:00;3;9;128;0;13;0;982;3;0;98;False;
03-01-2018 07:00:00;3;10;127;0;13;0;980;2;0;99;False;
03-01-2018 08:00:00;2;9;120;0;13;0;979;2;0;99;False;
03-01-2018 09:00:00;2;9;117;0;21;0;978;2;0;99;False;
03-01-2018 10:00:00;2;9;117;0;21;0;977;2;0;99;False;
03-01-2018 11:00:00;2;8;116;0;21;0;977;2;0;97;False;
03-01-2018 12:00:00;3;8;119;0;21;0;975;2;0;74;False;
03-01-2018 13:00:00;3;7;121;0;13;0;976;3;0;67;False;
03-01-2018 14:00:00;3;5;117;0;12;0;976;3;0;62;False;
03-01-2018 15:00:00;3;4;107;0;12;0;976;3;0;58;False;
03-01-2018 16:00:00;3;3;96;0;12;0;976;3;0;53;False;
03-01-2018 17:00:00;3;2;84;0;12;0;977;3;0;52;False;
03-01-2018 18:00:00;3;3;74;0;12;0;977;3;0;59;False;
03-01-2018 19:00:00;3;3;73;0;12;0;977;3;0;62;False;
03-01-2018 20:00:00;3;2;94;0;12;0;978;3;0;60;False;
03-01-2018 21:00:00;3;3;115;0;12;0;978;3;0;45;False;
03-01-2018 22:00:00;3;2;134;0;12;0;979;3;0;53;False;
03-01-2018 23:00:00;3;3;136;0;12;0;979;3;0;64;False;
04-01-2018 00:00:00;3;2;148;0;12;0;980;3;0;73;False;
04-01-2018 01:00:00;2;2;132;0;12;0;980;2;0;77;False;
04-01-2018 02:00:00;2;2;163;0;12;0;981;2;0;75;False;
04-01-2018 03:00:00;2;3;156;0;12;0;982;2;0;67;False;
04-01-2018 04:00:00;2;3;140;0;12;0;982;2;0;61;False;
04-01-2018 05:00:00;3;3;107;0;12;0;983;3;0;45;False;
04-01-2018 06:00:00;3;3;73;0;12;0;984;3;0;31;False;
04-01-2018 07:00:00;3;3;22;0;4;0;985;3;0;24;False;
04-01-2018 08:00:00;3;3;8;0;4;0;985;3;0;24;False;
04-01-2018 09:00:00;3;3;358;0;4;0;986;3;0;24;False;
04-01-2018 10:00:00;3;3;342;0;4;0;986;3;0;24;False;
04-01-2018 11:00:00;4;4;316;0;4;0;987;3;0;18;False;
04-01-2018 12:00:00;4;2;24;0;12;0;986;3;0;62;False;
04-01-2018 13:00:00;4;2;26;0;12;0;987;3;0;52;False;
04-01-2018 14:00:00;4;3;28;0;12;0;987;3;0;42;False;
04-01-2018 15:00:00;3;3;30;0;12;0;987;3;0;38;False;
04-01-2018 16:00:00;3;3;25;0;12;0;987;3;0;40;False;
04-01-2018 17:00:00;3;2;13;0;12;0;987;2;0;35;False;
04-01-2018 18:00:00;2;2;22;0;4;0;986;2;0;18;False;
04-01-2018 19:00:00;2;2;33;0;4;0;986;2;0;14;False;
04-01-2018 20:00:00;2;3;19;0;3;0;986;2;0;9;False;
04-01-2018 21:00:00;2;3;18;0;3;0;986;2;0;9;False;
04-01-2018 22:00:00;2;2;359;0;3;0;986;1;0;15;False;
04-01-2018 23:00:00;1;2;350;0;4;0;986;1;0;9;False;
05-01-2018 00:00:00;2;1;3;0;4;0;986;0;0;15;False;
05-01-2018 01:00:00;2;1;16;0;4;0;986;0;0;15;False;
05-01-2018 02:00:00;1;2;17;0;4;0;985;0;0;15;False;
05-01-2018 03:00:00;1;3;7;0;4;0;985;-1;0;17;False;
05-01-2018 04:00:00;1;2;359;0;4;0;985;0;0;19;False;
05-01-2018 05:00:00;1;2;4;0;4;0;986;0;0;20;False;
05-01-2018 06:00:00;1;2;2;0;4;0;986;0;0;21;False;
05-01-2018 07:00:00;1;2;0;0;4;0;987;0;0;21;False;
05-01-2018 08:00:00;1;2;0;0;4;0;987;0;0;21;False;
05-01-2018 09:00:00;1;1;0;0;4;0;988;1;0;20;False;
05-01-2018 10:00:00;2;2;352;0;4;0;989;2;0;20;False;
05-01-2018 11:00:00;2;2;336;0;4;0;989;2;0;20;False;
05-01-2018 12:00:00;2;1;319;0;4;0;991;1;0;15;False;
05-01-2018 13:00:00;2;1;323;0;4;0;991;1;0;16;False;
05-01-2018 14:00:00;2;1;327;0;4;0;992;1;0;18;False;
05-01-2018 15:00:00;2;2;321;0;4;0;993;2;0;19;False;
05-01-2018 16:00:00;2;2;337;0;4;0;993;1;0;20;False;
05-01-2018 17:00:00;2;3;345;0;4;0;994;1;0;19;False;
05-01-2018 18:00:00;1;2;342;0;4;0;995;1;0;19;False;
05-01-2018 19:00:00;1;2;358;0;4;0;995;1;0;20;False;
05-01-2018 20:00:00;1;2;331;0;4;0;996;1;0;20;False;
05-01-2018 21:00:00;1;2;339;0;4;0;997;1;0;20;False;
05-01-2018 22:00:00;1;2;352;0;4;0;998;1;0;19;False;
05-01-2018 23:00:00;1;2;354;0;4;0;998;1;0;19;False;
06-01-2018 00:00:00;2;1;4;0;4;0;999;1;0;15;False;
06-01-2018 01:00:00;1;1;11;0;4;0;1000;1;0;16;False;
06-01-2018 02:00:00;1;1;358;0;3;0;1000;1;0;15;False;
06-01-2018 03:00:00;0;2;331;0;3;0;1001;-1;0;15;False;
06-01-2018 04:00:00;0;2;356;0;3;0;1001;-1;0;19;False;
06-01-2018 05:00:00;0;2;13;0;3;0;1002;-1;0;20;False;
06-01-2018 06:00:00;0;3;13;0;3;0;1003;-1;0;21;False;
06-01-2018 07:00:00;-1;3;21;0;3;0;1004;-2;0;21;False;
06-01-2018 08:00:00;-1;3;23;0;3;0;1005;-2;0;20;False;
06-01-2018 09:00:00;0;3;26;0;3;0;1007;-2;0;20;False;
06-01-2018 10:00:00;1;4;27;0;3;0;1008;-2;0;18;False;
06-01-2018 11:00:00;1;4;20;0;4;0;1009;-2;0;18;False;
06-01-2018 12:00:00;2;3;11;0,5;2;0;1009;-2;0;16;False;
06-01-2018 13:00:00;1;3;9;0,5;2;0;1011;-3;0;0;False;
06-01-2018 14:00:00;0;3;7;1;1;0;1012;-3;0;0;False;
06-01-2018 15:00:00;-1;3;355;0;1;0;1014;-4;0;1;False;
06-01-2018 16:00:00;-1;2;356;0;1;0;1015;-4;0;2;False;
06-01-2018 17:00:00;-2;3;2;0;1;0;1016;-5;0;3;False;
06-01-2018 18:00:00;-2;3;0;0;1;0;1017;-5;0;4;False;
06-01-2018 19:00:00;-2;2;3;0;1;0;1019;-5;0;4;False;
06-01-2018 20:00:00;-2;3;350;0;1;0;1020;-6;0;3;False;
06-01-2018 21:00:00;-2;3;339;0;1;0;1021;-6;0;3;False;
06-01-2018 22:00:00;-2;2;329;0;1;0;1022;-6;0;3;False;
06-01-2018 23:00:00;-2;1;325;0;1;0;1023;-6;0;3;False;
07-01-2018 00:00:00;-4;1;242;0;1;0;1024;-5;0;0;False;
07-01-2018 01:00:00;-4;1;234;0;1;0;1025;-5;0;0;False;
07-01-2018 02:00:00;-4;1;223;0;1;0;1026;-6;0;0;False;
07-01-2018 03:00:00;-4;2;213;0;1;0;1026;-6;0;2;False;
07-01-2018 04:00:00;-4;2;208;0;1;0;1027;-6;0;3;False;
07-01-2018 05:00:00;-4;2;204;0;1;0;1027;-5;0;4;False;
07-01-2018 06:00:00;-3;2;204;0;1;0;1028;-5;0;4;False;
07-01-2018 07:00:00;-3;3;206;0;1;0;1028;-5;0;4;False;
07-01-2018 08:00:00;-3;3;206;0;1;0;1029;-5;0;5;False;
07-01-2018 09:00:00;-2;3;214;1;1;0;1030;-4;0;5;False;
07-01-2018 10:00:00;0;4;228;1;1;0;1030;-3;0;4;False;
07-01-2018 11:00:00;2;4;241;1;1;0;1030;-3;0;2;False;
07-01-2018 12:00:00;2;4;251;1;1;0;1030;-3;0;0;False;
07-01-2018 13:00:00;2;4;248;1;1;0;1031;-3;0;0;False;
07-01-2018 14:00:00;2;4;241;1;1;0;1031;-2;0;0;False;
07-01-2018 15:00:00;1;4;242;0;1;0;1031;-2;0;1;False;
07-01-2018 16:00:00;1;4;248;0;1;0;1031;-2;0;3;False;
07-01-2018 17:00:00;2;4;253;0;1;0;1031;-2;0;4;False;
07-01-2018 18:00:00;2;5;255;0;1;0;1031;-2;0;5;False;
07-01-2018 19:00:00;2;4;255;0;1;0;1032;-2;0;4;False;
07-01-2018 20:00:00;2;5;253;0;1;0;1032;-1;0;5;False;
07-01-2018 21:00:00;2;5;257;0;1;0;1032;-2;0;5;False;
07-01-2018 22:00:00;2;5;256;0;1;0;1033;-1;0;5;False;
07-01-2018 23:00:00;2;4;259;0;1;0;1033;-1;0;6;False;
08-01-2018 00:00:00;-1;4;248;0;2;0;1033;-1;0;0;False;
08-01-2018 01:00:00;0;4;248;0;2;0;1033;0;0;0;False;
08-01-2018 02:00:00;0;4;250;0;1;0;1033;0;0;0;False;
08-01-2018 03:00:00;1;4;254;0;1;0;1033;1;0;1;False;
08-01-2018 04:00:00;1;3;252;0;1;0;1033;1;0;5;False;
08-01-2018 05:00:00;0;3;248;0;1;0;1033;0;0;6;False;
08-01-2018 06:00:00;0;3;246;0;1;0;1034;0;0;8;False;
08-01-2018 07:00:00;-1;3;247;0;1;0;1034;-1;0;8;False;
08-01-2018 08:00:00;-1;2;244;0;1;0;1034;-1;0;8;False;
08-01-2018 09:00:00;1;2;241;1;1;0;1034;1;0;9;False;
08-01-2018 10:00:00;2;2;240;1;1;0;1035;2;0;8;False;
08-01-2018 11:00:00;3;2;237;1;1;0;1035;2;0;8;False;
08-01-2018 12:00:00;3;2;233;1;1;0;1035;1;0;0;False;
08-01-2018 13:00:00;3;2;227;1;1;0;1035;1;0;0;False;
08-01-2018 14:00:00;2;2;216;1;1;0;1035;1;0;0;False;
08-01-2018 15:00:00;0;2;202;0;1;0;1034;-1;0;2;False;
08-01-2018 16:00:00;-1;1;194;0;1;0;1035;-1;0;5;False;
08-01-2018 17:00:00;-2;2;185;0;1;0;1035;-2;0;6;False;
08-01-2018 18:00:00;-2;2;177;0;1;0;1035;-2;0;8;False;
08-01-2018 19:00:00;-2;2;163;0;1;0;1035;-2;0;8;False;
08-01-2018 20:00:00;-2;2;164;0;1;0;1035;-3;0;8;False;
08-01-2018 21:00:00;-2;2;157;0;1;0;1035;-2;0;8;False;
08-01-2018 22:00:00;-2;3;149;0;1;0;1035;-2;0;8;False;
08-01-2018 23:00:00;-2;2;130;0;1;0;1034;-2;0;8;False;
09-01-2018 00:00:00;-1;2;127;0;1;0;1034;-2;0;0;False;
09-01-2018 01:00:00;-1;2;128;0;1;0;1033;-1;0;0;False;
09-01-2018 02:00:00;0;3;128;0;2;0;1033;0;0;0;False;
09-01-2018 03:00:00;1;4;126;0;2;0;1031;1;0;1;False;
09-01-2018 04:00:00;2;4;122;0;2;0;1030;1;0;5;False;
09-01-2018 05:00:00;2;5;119;0;2;0;1030;2;0;6;False;
09-01-2018 06:00:00;2;5;119;0;2;0;1029;1;0;8;False;
09-01-2018 07:00:00;2;6;116;0;2;0;1028;1;0;8;False;
09-01-2018 08:00:00;2;6;113;0;1;0;1028;1;0;7;False;
09-01-2018 09:00:00;2;6;114;1;1;0;1027;0;0;6;False;
09-01-2018 10:00:00;3;7;114;1;1;0;1026;1;0;4;False;
09-01-2018 11:00:00;3;8;117;1;1;0;1025;0;0;3;False;
09-01-2018 12:00:00;3;7;115;1;1;0;1024;1;0;0;False;
09-01-2018 13:00:00;4;8;114;1;1;0;1023;1;0;0;False;
09-01-2018 14:00:00;4;8;113;1;1;0;1022;0;0;0;False;
09-01-2018 15:00:00;4;9;113;0;1;0;1021;0;0;0;False;
09-01-2018 16:00:00;4;8;112;0;2;0;1020;0;0;1;False;
09-01-2018 17:00:00;4;8;112;0;2;0;1019;0;0;1;False;
09-01-2018 18:00:00;4;8;112;0;2;0;1019;0;0;2;False;
09-01-2018 19:00:00;4;8;113;0;3;0;1018;0;0;12;False;
09-01-2018 20:00:00;4;8;117;0;2;0;1017;0;0;2;False;
09-01-2018 21:00:00;4;7;117;0;2;0;1017;0;0;3;False;
09-01-2018 22:00:00;4;7;117;0;2;0;1016;0;0;3;False;
09-01-2018 23:00:00;4;7;114;0;3;0;1016;0;0;14;False;
10-01-2018 00:00:00;4;7;115;0;3;0;1016;1;0;5;False;
10-01-2018 01:00:00;4;6;115;0;3;0;1015;1;0;7;False;
10-01-2018 02:00:00;4;6;115;0;3;0;1014;1;0;14;False;
10-01-2018 03:00:00;3;6;116;0;3;0;1014;1;0;24;False;
10-01-2018 04:00:00;3;6;112;0;4;0;1013;2;0;24;False;
10-01-2018 05:00:00;3;6;110;0;4;0;1013;2;0;24;False;
10-01-2018 06:00:00;3;6;111;0;12;0;1013;2;0;52;False;
10-01-2018 07:00:00;3;6;112;0;12;0;1013;2;0;58;False;
10-01-2018 08:00:00;3;6;112;0;12;0;1012;2;0;61;False;
10-01-2018 09:00:00;3;5;115;0;12;0;1012;3;0;43;False;
10-01-2018 10:00:00;3;6;118;0;12;0;1012;3;0;38;False;
10-01-2018 11:00:00;3;5;123;0;12;0;1012;3;0;43;False;
10-01-2018 12:00:00;3;4;122;0;13;0;1013;2;0;99;False;
10-01-2018 13:00:00;3;4;126;0;21;0;1013;2;0;99;False;
10-01-2018 14:00:00;3;4;124;0;13;0;1013;3;0;89;False;
10-01-2018 15:00:00;3;4;123;0;4;0;1013;3;0;24;False;
10-01-2018 16:00:00;4;4;121;0;4;0;1013;3;0;22;False;
10-01-2018 17:00:00;4;4;124;0;4;0;1014;3;0;24;False;
10-01-2018 18:00:00;4;4;122;0;4;0;1014;4;0;15;False;
10-01-2018 19:00:00;4;4;118;0;4;0;1014;4;0;10;False;
10-01-2018 20:00:00;4;3;125;0;4;0;1014;4;0;10;False;
10-01-2018 21:00:00;4;3;119;0;12;0;1015;4;0;45;False;
10-01-2018 22:00:00;4;3;118;0;12;0;1015;4;0;38;False;
10-01-2018 23:00:00;4;3;115;0;12;0;1015;4;0;38;False;
11-01-2018 00:00:00;4;2;107;0;6;0;1016;3;0;14;False;
11-01-2018 01:00:00;4;2;105;0;6;0;1016;4;0;14;False;
11-01-2018 02:00:00;4;3;105;0;6;0;1017;4;0;10;False;
11-01-2018 03:00:00;4;3;105;0;4;0;1017;4;0;17;False;
11-01-2018 04:00:00;4;3;103;0;4;0;1017;4;0;19;False;
11-01-2018 05:00:00;4;3;104;0;4;0;1017;4;0;14;False;
11-01-2018 06:00:00;4;2;109;0;4;0;1018;4;0;16;False;
11-01-2018 07:00:00;4;3;108;0;4;0;1018;4;0;23;False;
11-01-2018 08:00:00;4;2;104;0;4;0;1019;4;0;16;False;
11-01-2018 09:00:00;4;2;101;0;4;0;1020;4;0;17;False;
11-01-2018 10:00:00;4;2;92;0;4;0;1020;4;0;23;False;
11-01-2018 11:00:00;4;3;90;0;12;0;1021;4;0;39;False;
11-01-2018 12:00:00;4;2;82;0;12;0;1021;4;0;36;False;
11-01-2018 13:00:00;4;2;81;0;12;0;1022;4;0;56;False;
11-01-2018 14:00:00;4;3;77;0;12;0;1023;4;0;68;False;
11-01-2018 15:00:00;4;3;73;0;12;0;1023;3;0;64;False;
11-01-2018 16:00:00;4;3;70;0;4;0;1023;3;0;24;False;
11-01-2018 17:00:00;4;3;64;0;12;0;1024;3;0;36;False;
11-01-2018 18:00:00;3;3;62;0;12;0;1024;3;0;35;False;
11-01-2018 19:00:00;3;3;69;0;12;0;1025;2;0;39;False;
11-01-2018 20:00:00;3;3;83;0;12;0;1025;2;0;35;False;
11-01-2018 21:00:00;3;3;85;0;3;0;1026;2;0;20;False;
11-01-2018 22:00:00;3;3;84;0;4;0;1027;2;0;20;False;
11-01-2018 23:00:00;3;3;85;0;4;0;1027;2;0;19;False;
12-01-2018 00:00:00;3;3;92;0;4;0;1028;1;0;0;False;
12-01-2018 01:00:00;3;4;93;0;4;0;1029;1;0;0;False;
12-01-2018 02:00:00;3;4;93;0;4;0;1029;1;0;0;False;
12-01-2018 03:00:00;2;4;93;0;3;0;1029;1;0;2;False;
12-01-2018 04:00:00;2;4;89;0;3;0;1030;1;0;15;False;
12-01-2018 05:00:00;2;4;89;0;3;0;1030;1;0;16;False;
12-01-2018 06:00:00;2;4;93;0;3;0;1031;1;0;17;False;
12-01-2018 07:00:00;2;4;94;0;3;0;1031;1;0;17;False;
12-01-2018 08:00:00;2;4;97;0;3;0;1032;0;0;17;False;
12-01-2018 09:00:00;2;4;101;0;3;0;1033;1;0;17;False;
12-01-2018 10:00:00;3;4;102;0;3;0;1033;1;0;16;False;
12-01-2018 11:00:00;3;4;104;0,5;2;0;1034;1;0;5;False;
12-01-2018 12:00:00;3;4;105;0;4;0;1034;0;0;0;False;
12-01-2018 13:00:00;3;4;103;0;4;0;1034;0;0;0;False;
12-01-2018 14:00:00;3;5;100;0;3;0;1034;1;0;2;False;
12-01-2018 15:00:00;2;4;99;0;4;0;1034;0;0;16;False;
12-01-2018 16:00:00;2;4;101;0;4;0;1035;1;0;20;False;
12-01-2018 17:00:00;2;4;104;0;4;0;1035;1;0;9;False;
12-01-2018 18:00:00;2;4;103;0;4;0;1035;1;0;7;False;
12-01-2018 19:00:00;2;4;103;0;4;0;1035;1;0;7;False;
12-01-2018 20:00:00;2;4;110;0;4;0;1035;1;0;7;False;
12-01-2018 21:00:00;2;4;111;0;4;0;1035;0;0;6;False;
12-01-2018 22:00:00;2;4;112;0;4;0;1035;0;0;7;False;
12-01-2018 23:00:00;2;4;109;0;4;0;1035;0;0;6;False;
13-01-2018 00:00:00;2;5;116;0;4;0;1035;0;0;2;False;
13-01-2018 01:00:00;2;5;116;0;4;0;1035;0;0;4;False;
13-01-2018 02:00:00;2;4;116;0;4;0;1035;-1;0;3;False;
13-01-2018 03:00:00;2;5;115;0;4;0;1034;-1;0;5;False;
13-01-2018 04:00:00;2;5;114;0;4;0;1034;-1;0;5;False;
13-01-2018 05:00:00;2;5;116;0;4;0;1034;-1;0;8;False;
13-01-2018 06:00:00;2;5;119;0;4;0;1034;-1;0;12;False;
13-01-2018 07:00:00;2;5;119;0;4;0;1034;-1;0;12;False;
13-01-2018 08:00:00;2;5;124;0;4;0;1034;-1;0;17;False;
13-01-2018 09:00:00;2;5;127;0;4;0;1034;-1;0;13;False;
13-01-2018 10:00:00;2;6;127;0;4;0;1034;0;0;13;False;
13-01-2018 11:00:00;2;6;126;0;4;0;1034;0;0;13;False;
13-01-2018 12:00:00;2;5;126;0;4;0;1034;0;0;4;False;
13-01-2018 13:00:00;2;5;127;0;4;0;1034;-1;0;6;False;
13-01-2018 14:00:00;2;5;126;0;4;0;1034;0;0;8;False;
13-01-2018 15:00:00;2;5;128;0;4;0;1034;-1;0;11;False;
13-01-2018 16:00:00;2;5;127;0;4;0;1034;0;0;9;False;
13-01-2018 17:00:00;2;5;129;0;4;0;1034;-1;0;7;False;
13-01-2018 18:00:00;2;5;128;0;4;0;1034;-1;0;6;False;
13-01-2018 19:00:00;1;5;130;0;4;0;1034;-1;0;5;False;
13-01-2018 20:00:00;1;5;130;0;3;0;1033;-2;0;6;False;
13-01-2018 21:00:00;1;5;133;0;3;0;1033;-2;0;5;False;
13-01-2018 22:00:00;1;4;135;0;3;0;1033;-2;0;5;False;
13-01-2018 23:00:00;1;4;137;0;3;0;1033;-2;0;6;False;
14-01-2018 00:00:00;1;4;142;0;4;0;1033;-3;0;2;False;
14-01-2018 01:00:00;1;4;140;0;4;0;1033;-3;0;1;False;
14-01-2018 02:00:00;0;4;139;0;4;0;1032;-3;0;2;False;
14-01-2018 03:00:00;0;4;140;0;4;0;1032;-3;0;4;False;
14-01-2018 04:00:00;0;4;142;0;4;0;1032;-4;0;5;False;
14-01-2018 05:00:00;0;4;144;0;3;0;1031;-3;0;4;False;
14-01-2018 06:00:00;-1;4;146;0;3;0;1031;-3;0;5;False;
14-01-2018 07:00:00;0;4;143;0;3;0;1030;-3;0;5;False;
14-01-2018 08:00:00;0;5;142;0;3;0;1030;-3;0;5;False;
14-01-2018 09:00:00;0;5;144;0;3;0;1030;-3;0;5;False;
14-01-2018 10:00:00;0;5;146;0;3;0;1030;-3;0;4;False;
14-01-2018 11:00:00;0;6;149;0;3;0;1029;-3;0;3;False;
14-01-2018 12:00:00;1;6;155;0;4;0;1028;-4;0;0;False;
14-01-2018 13:00:00;1;6;153;0;3;0;1028;-4;0;0;False;
14-01-2018 14:00:00;1;5;149;0,5;2;0;1027;-3;0;0;False;
14-01-2018 15:00:00;1;4;147;0;2;0;1026;-3;0;0;False;
14-01-2018 16:00:00;1;5;146;0;2;0;1026;-2;0;2;False;
14-01-2018 17:00:00;1;5;148;0;2;0;1025;-2;0;3;False;
14-01-2018 18:00:00;1;6;146;0;2;0;1024;-2;0;5;False;
14-01-2018 19:00:00;0;7;147;0;1;0;1023;-2;0;5;False;
14-01-2018 20:00:00;0;7;150;0;1;0;1023;-2;0;5;False;
14-01-2018 21:00:00;-1;7;152;0;1;0;1022;-2;0;6;False;
14-01-2018 22:00:00;-1;7;153;0;1;0;1021;-2;0;6;False;
14-01-2018 23:00:00;-1;7;154;0;2;0;1020;-2;0;6;False;
15-01-2018 00:00:00;-1;7;157;0;4;0;1019;-3;0;0;False;
15-01-2018 01:00:00;0;7;157;0;4;0;1018;-3;0;0;False;
15-01-2018 02:00:00;-1;7;156;0;3;0;1016;-3;0;0;False;
15-01-2018 03:00:00;0;8;155;0;2;0;1014;-3;0;1;False;
15-01-2018 04:00:00;0;8;155;0;2;0;1013;-3;0;3;False;
15-01-2018 05:00:00;1;8;155;0;3;0;1012;-2;0;3;False;
15-01-2018 06:00:00;0;8;156;0;3;0;1011;-2;0;5;False;
15-01-2018 07:00:00;1;9;156;0;4;0;1009;-2;0;5;False;
15-01-2018 08:00:00;1;9;157;0;4;0;1008;-2;0;5;False;
15-01-2018 09:00:00;1;9;158;0;4;0;1006;-2;0;5;False;
15-01-2018 10:00:00;1;9;159;0,5;2;0;1005;-2;0;5;False;
15-01-2018 11:00:00;2;9;159;0,5;2;0;1003;-1;0;5;False;
15-01-2018 12:00:00;2;10;158;0;21;0;1001;-1;0;39;False;
15-01-2018 13:00:00;2;9;156;0;21;0;1000;-1;0;45;False;
15-01-2018 14:00:00;2;9;155;0;21;0;998;0;0;66;False;
15-01-2018 15:00:00;2;9;156;0;21;0;996;1;0;70;False;
15-01-2018 16:00:00;2;9;156;0;21;0;994;1;0;82;False;
15-01-2018 17:00:00;2;10;156;0;21;0;992;2;0;80;False;
15-01-2018 18:00:00;3;10;156;0;21;0;990;2;0;78;False;
15-01-2018 19:00:00;3;10;157;0;12;0;988;2;0;76;False;
15-01-2018 20:00:00;3;10;159;0;12;0;986;2;0;71;False;
15-01-2018 21:00:00;3;10;162;0;12;0;985;2;0;77;False;
15-01-2018 22:00:00;3;9;162;0;13;0;984;3;0;87;False;
15-01-2018 23:00:00;3;9;166;0;13;0;982;3;0;92;False;
16-01-2018 00:00:00;3;8;166;0;13;0;981;3;0;87;False;
16-01-2018 01:00:00;3;7;167;0;13;0;980;3;0;86;False;
16-01-2018 02:00:00;2;6;169;0;12;0;979;2;0;70;False;
16-01-2018 03:00:00;2;5;173;0;12;0;979;2;0;66;False;
16-01-2018 04:00:00;2;4;188;0;12;0;978;2;0;52;False;
16-01-2018 05:00:00;3;4;221;0;12;0;978;3;0;49;False;
16-01-2018 06:00:00;3;4;236;0;4;0;979;2;0;24;False;
16-01-2018 07:00:00;3;4;234;0;4;0;979;2;0;24;False;
16-01-2018 08:00:00;2;4;226;0;4;0;980;2;0;24;False;
16-01-2018 09:00:00;2;4;221;0;3;0;980;1;0;10;False;
16-01-2018 10:00:00;3;4;220;0;4;0;980;2;0;7;False;
16-01-2018 11:00:00;3;5;218;0;4;0;980;2;0;9;False;
16-01-2018 12:00:00;3;5;207;0;12;0;978;2;0;46;False;
16-01-2018 13:00:00;3;4;212;0;3;0;978;2;0;8;False;
